Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Dressing for Pasta or Potato Salad,"['salad dressing, mayonnaise, regular', 'vinegar, distilled', 'mustard, prepared, yellow', 'sugars, granulated', 'salt, table', 'spices, pepper, black']","['Stir all ingredients together.', 'Mix in appropriate amount of potatoes/pasta and veggies such as chopped olives, capers, onion, green peppers, etc.']","[{'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.02}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}]","['1', '2', '1', '1', '1', '14']","['cup', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[220.8, 29.8, 15.0, 4.2, 6.0, 32.199999999999996]",,1619.0
Honey Walnuts,"['water, bottled, generic', 'nuts, walnuts, english', 'sugars, granulated', 'sugars, granulated', 'oil, corn, peanut, and olive']","['Bring four to five cups of water to a boil in a wok.', 'Place walnuts in boiling water for five minutes to remove bitter taste.', 'Remove from water and drain, then run cold water over the walnuts.', 'Drain again, then place back in the wok with another four cups of water.', 'Bring to a boil and cook for another five minutes.', 'Repeat draining process.', 'Set aside and let drain.', 'Wash wok.', 'Add 6 tablespoons of water and bring to a boil.', 'Then add sugar, constantly stirring.', 'Let boil for 1 minute and add walnuts.', 'Stir until the nuts are coated with glaze and remaining liquid in wok has evaporated.', 'Remove walnuts and set aside.', 'Wash wok with extremely hot water to remove sugar and dry.', 'Place peanut oil in wok.', 'Bring to a boil (look for a wisp of white smoke), then add walnuts.', 'Fry for 4 to 5 minutes, or until walnuts turn light golden brown.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 72.0, 'sug': 0.0}, {'fat': 221.84050739999995, 'nrg': 2224.86876, 'pro': 51.81154619999999, 'sat': 20.840284439999998, 'sod': 6.8038799999999995, 'sug': 8.879063399999998}, {'fat': 0.0, 'nrg': 164.56884749999998, 'pro': 0.0, 'sat': 0.0, 'sod': 0.42524249999999997, 'sug': 42.439201499999996}, {'fat': 0.0, 'nrg': 288.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 75.42}, {'fat': 1568.0, 'nrg': 13888.0, 'pro': 0.0, 'sat': 225.23200000000003, 'sod': 0.0, 'sug': 0.0}]","['4 to 5', '12', '1 1/2', '6', '3 to 4']","['cup', 'ounce', 'ounce', 'tablespoon', 'cup']","[2131.2000000000003, 340.19399999999996, 42.524249999999995, 75.60000000000001, 1568.0]",6.0,16565.4376075
Blackberry Swizzle Recipe,"['alcoholic beverage, distilled, vodka, 80 proof', 'blackberries, raw']","['Ice (shake) // rocks or possibly up', '(for shots add in 1/2 amount of mixes)']","[{'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}, {'fat': 0.13891255, 'nrg': 12.190285, 'pro': 0.39405804999999994, 'sat': 0.00396893, 'sod': 0.283495, 'sug': 1.3834555999999998}]","['1', '1']","['ounce', 'ounce']","[28.3495, 28.3495]",,77.67763000000001
Honey Mustard Pork Loin,"['pork, fresh, loin, tenderloin, separable lean only, raw', 'honey', 'vinegar, cider', 'sugars, brown', 'mustard, prepared, yellow']","['Combine all ingredients except the porkloin.', 'Coat the porkloin with the sauce.', 'Roast in a 375 degree oven for 20-30 minutes, basting occasionally until the meat thermometer register 155 - 160 degrees.', 'Slice thinly.']","[{'fat': 9.8429464, 'nrg': 494.41528, 'pro': 95.027524, 'sat': 3.1660721599999997, 'sod': 240.40376, 'sug': 0.0}, {'fat': 0.0, 'nrg': 257.75, 'pro': 0.255, 'sat': 0.0, 'sod': 3.5, 'sug': 69.5975}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.12}, {'fat': 0.0, 'nrg': 66.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 17.46}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}]","['1', '4', '2', '2', '1']","['pound', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[453.592, 84.75, 29.8, 18.0, 15.0]",30.0,833.1652799999999
Anzac Biscuits (Cookies) Recipe,"['sugars, granulated', 'oil, corn, peanut, and olive', 'butter, without salt', 'leavening agents, baking soda', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'oats', 'wheat flour, white, all-purpose, unenriched', 'water, bottled, generic']","['ANZAC day is celebrated in Australia on April 25.', 'On this day in 1915, the ANZACs (Australian and New Zealand Army Corps) landed at Gallipoli, and suffered the worst defeat in Australian military history.', 'The fallen soldiers of all wars are now commemorated on ANZAC day.', 'Another cookbook stated which these cookies were sold to raise money to help returned veterans.', 'In saucepan place butter, treacle, soda, sugar and mix with boiling water.', 'Bring slowly to boil, remove and add in dry ingredients.', 'Mix well.', 'Place spoonfuls about 3 inches apart on well greased cookie tray.', 'Bake at 275F about 25 minutes.', ""converted from his mother's handwritten cookbook to US measures.""]","[{'fat': 0.0, 'nrg': 576.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 150.84}, {'fat': 4.666666666666666, 'nrg': 41.33333333333333, 'pro': 0.0, 'sat': 0.6703333333333333, 'sod': 0.0, 'sug': 0.0}, {'fat': 91.9771178, 'nrg': 813.0636599999999, 'pro': 0.963883, 'sat': 57.253516219999995, 'sod': 12.47378, 'sug': 0.0680388}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 153.60000000000002, 'nrg': 1356.0, 'pro': 0.0, 'sat': 140.232, 'sod': 0.0, 'sug': 0.0}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 0.9225, 'nrg': 341.25, 'pro': 9.682500000000001, 'sat': 0.14550000000000002, 'sod': 1.5, 'sug': 0.255}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}]","['3/4', '1', '1/4', '1', '3/4', '1', '3/4', '2']","['cup', 'teaspoon', 'pound', 'teaspoon', 'cup', 'cup', 'cup', 'tablespoon']","[151.20000000000002, 4.666666666666666, 113.398, 4.6, 153.60000000000002, 156.0, 93.75, 29.6]",25.0,3734.6469933333333
Vanilla Frosting,"['shortening, vegetable, household, composite', 'salt, table', 'sugars, powdered', 'rice, white, long-grain, regular, unenriched, cooked without salt', 'vanilla extract']","['In the bowl of a stand mixer fitted with the paddle attachment, cream the shortening and salt on medium speed for about 1 minute.', 'Add the confectioners sugar, rice milk, and vanilla.', 'Beat until smooth and fluffy, about 5 minutes.', 'You can either pipe the frosting or spread it with a butter knife or frosting spatula, creating pretty swirls.', 'If youre into making cupcakes, invest in a mechanical pastry bag.', 'Williams-Sonoma makes a great one, and it will make piping frosting an easy dream.', 'No more fussing with messy pastry bagsjust fill and press.', 'I truly love mine, and I dont use the word love lightly.']","[{'fat': 204.8, 'nrg': 1808.0, 'pro': 0.0, 'sat': 51.152, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 0.0, 'nrg': 1401.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 352.11}, {'fat': 0.11, 'nrg': 51.25, 'pro': 1.0625, 'sat': 0.0305, 'sod': 0.5, 'sug': 0.02}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.265}]","['1', '1', '3', '1/4', '1/2']","['cup', 'pinch', 'cup', 'cup', 'teaspoon']","[204.8, 0.37439999999999996, 360.0, 39.5, 2.1]",6.0,3266.25
Barbecue Pizza,"['house of pasta, pizza dough, upc: 074708983316', 'oil, olive, salad or cooking', 'pork sausage, link/patty, unprepared', 'shortening, vegetable, household, composite', 'cheese, parmesan, hard', 'spices, basil, dried', 'spices, pepper, red or cayenne']","['Preheat grill to medium light heat.', 'Oil grill rack.', 'Roll dough to a 12x15-inch rectangle.', 'Brush top with olive oil.', 'Place dough, oil sides down, on grill rack.', 'Cover and grill about 3 minutes, or until bottom is lightly browned.', 'Punch down any air bubbles, if needed.', 'Brush top with oil and turn over.', 'Immediately top evenly with remaining ingredients.', 'Cover and cook 3 minutes or until cheese is melted.']","[{'fat': 8.255374400000001, 'nrg': 1156.6596, 'pro': 32.976138399999996, 'sat': 0.0, 'sod': 1156.6596, 'sug': 8.255374400000001}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 1349.889792, 'nrg': 15676.139519999997, 'pro': 837.6937055999999, 'sat': 412.0429728, 'sod': 40224.53855999999, 'sug': 50.6208672}, {'fat': 204.8, 'nrg': 1808.0, 'pro': 0.0, 'sat': 51.152, 'sod': 16.0, 'sug': 0.0}, {'fat': 43.93605509999999, 'nrg': 666.7802399999999, 'pro': 60.80967749999999, 'sat': 27.912917699999998, 'sod': 2340.5347199999997, 'sug': 1.3607759999999998}, {'fat': 0.029999999999999995, 'nrg': 2.0, 'pro': 0.16, 'sat': 0.014999999999999998, 'sod': 1.0, 'sug': 0.01}, {'fat': 4.34, 'nrg': 84.0, 'pro': 3.08, 'sat': 0.8259999999999998, 'sod': 13.999999999999998, 'sug': 2.66}]","['1', '2', '12', '1', '6', '1', '14']","['pound', 'tablespoon', 'pound', 'cup', 'ounce', 'teaspoon', 'teaspoon']","[453.592, 27.0, 5443.103999999999, 204.8, 170.09699999999998, 0.7, 25.2]",6.0,19631.579359999996
Fettuccine Alfredo,"['noodles, egg, dry, unenriched', 'butter, without salt', 'cream, whipped, cream topping, pressurized', 'spices, pepper, black', 'cheese, parmesan, hard', 'cornstarch', 'parsley, fresh']","['Bring a large pot of salted water to a boil.', 'Add the pasta and cook according to the package directions.', 'In the meantime, make the sauce.', 'In a medium saucepan over low heat, melt the butter.', 'Whisk in the whipping cream and pepper, stirring frequently, until the mixture thickens slightly, about 5 minutes.', 'Gradually stir in 1 1/4 cups of the Parmesan cheese.', 'Cook and stir just until the cheese is melted.', 'Whisk in the cornstarch and stir until slightly thickened, about 3 minutes.', 'Drain the pasta and add the hot noodles to the cheese mixture.', 'Toss until the pasta is well coated.', 'Transfer individual servings of the pasta to plates.', 'Sprinkle 2 tablespoons Parmesan cheese over each serving, and garnish with the chopped chives or parsley.', 'If you try this recipe, make sure you dont have to drive afterward.', 'Maybe it should come with a warning not to operate heavy machinery after eating!']","[{'fat': 15.104613599999999, 'nrg': 1306.34496, 'pro': 48.1714704, 'sat': 4.0142891999999994, 'sod': 71.44073999999999, 'sug': 6.395647199999998}, {'fat': 138.24, 'nrg': 1224.0, 'pro': 1.44, 'sat': 86.02799999999999, 'sod': 24.0, 'sug': 0.12}, {'fat': 13.33, 'nrg': 154.0, 'pro': 1.92, 'sat': 8.299, 'sod': 5.0, 'sug': 4.8}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 76.80746591668701, 'nrg': 1154.9994874689776, 'pro': 106.25995284714594, 'sat': 48.7987283455643, 'sod': 4100.24818051487, 'sug': 2.309998974937955}, {'fat': 0.0012499999999999998, 'nrg': 10.166666666666666, 'pro': 0.006875, 'sat': 0.00025, 'sod': 0.25, 'sug': 0.0}, {'fat': 0.05875, 'nrg': 2.75, 'pro': 0.2225, 'sat': 0.009875, 'sod': 4.25, 'sug': 0.06375}]","['12', '3/4', '1', '1/4', '2', '1', '2']","['ounce', 'cup', 'cup', 'teaspoon', 'cup', 'teaspoon', 'tablespoon']","[340.19399999999996, 170.39999999999998, 60.0, 0.575, 297.4123680232617, 2.6666666666666665, 7.5]",8.0,3853.761114135644
Three Cabbage Salad Recipe,"['vinegar, distilled', 'mustard, prepared, yellow', 'oil, olive, salad or cooking']","['In bowl whisk together vinegar, mustard and salt and pepper to taste.', 'Add in oil in a stream, whisking.', 'Whisk till emulsified.']","[{'fat': 0.0, 'nrg': 9.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.03}, {'fat': 0.765, 'nrg': 13.5, 'pro': 0.8550000000000001, 'sat': 0.0495, 'sod': 247.5, 'sug': 0.22500000000000003}, {'fat': 162.0, 'nrg': 1428.0, 'pro': 0.0, 'sat': 22.368000000000002, 'sod': 0.0, 'sug': 0.0}]","['3', '1 1/2', '3/4']","['tablespoon', 'tablespoon', 'cup']","[44.7, 22.5, 162.0]",,1450.5
Alton Brown's Easy Clotted Cream Recipe jdavist,"['cream, whipped, cream topping, pressurized']",['Directions'],"[{'fat': 26.66, 'nrg': 308.0, 'pro': 3.84, 'sat': 16.598, 'sod': 10.0, 'sug': 9.6}]",['2'],['cup'],[120.0],,308.0
Kerry's Shortbread,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'butter, without salt', 'cornstarch']","['Sift maizena and flour together', 'Add castor sugar', 'Rub butter into the dry ingredients and knead until a stiff dough its formed', 'Press dough into a 20 x 29cm greased baking tray', 'Mark the slices lightly and prick with a fork', 'Bake at 150C for 50 minutes', 'Once baked, drench the shortbread with castor sugar', 'Cut the shortbread into squares', 'Allow to cool and then enjoy']","[{'fat': 2.205, 'nrg': 819.0, 'pro': 23.2425, 'sat': 0.34875, 'sod': 4.5, 'sug': 0.6075}, {'fat': 0.0, 'nrg': 425.7, 'pro': 0.0, 'sat': 0.0, 'sod': 1.1, 'sug': 109.78}, {'fat': 202.775, 'nrg': 1792.5, 'pro': 2.125, 'sat': 126.22249999999998, 'sod': 27.5, 'sug': 0.15}, {'fat': 0.1125, 'nrg': 857.25, 'pro': 0.585, 'sat': 0.020249999999999997, 'sod': 20.25, 'sug': 0.0}]","['225', '110', '250', '225']","['g', 'g', 'g', 'g']","[225.0, 110.0, 250.0, 225.0]",50.0,3894.45
Homemade Cinnamon Chips,"['sugars, granulated', 'spices, cinnamon, ground', 'shortening, vegetable, household, composite', 'syrups, corn, light']","['Preheat oven to 225 degrees F (110 degrees C).', 'Stir sugar, ground cinnamon, shortening, and corn syrup together in a small bowl until dough comes together.', 'Place dough between two layers of parchment paper; roll to 1/8- to 1/4-inch thick.', 'Transfer to a baking sheet; remove top piece of parchment paper.', 'Bake in preheated oven until golden and bubbly, about 35 minutes.', 'Cool completely and break into pieces.']","[{'fat': 0.0, 'nrg': 256.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 67.04}, {'fat': 0.05999999999999999, 'nrg': 12.0, 'pro': 0.2, 'sat': 0.018, 'sod': 0.0, 'sug': 0.11999999999999998}, {'fat': 12.8, 'nrg': 113.0, 'pro': 0.0, 'sat': 3.197, 'sod': 1.0, 'sug': 0.0}, {'fat': 0.0425, 'nrg': 60.3125, 'pro': 0.0, 'sat': 0.0, 'sod': 13.1875, 'sug': 16.361875}]","['1/3', '2', '1', '1']","['cup', 'teaspoon', 'tablespoon', 'tablespoon']","[67.2, 5.2, 12.8, 21.3125]",35.0,441.3125
All American Burgers,"['pork sausage, link/patty, unprepared', 'beef, grass-fed, ground, raw', 'sauce, worcestershire', 'spices, garlic powder']","['MIX all ingredients together really well.', 'SHAPE into burgers.', 'GRILL 15 minutes until cooked in center.', 'SPLASH on more worcestershire sauce to taste.']","[{'fat': 112.490816, 'nrg': 1306.34496, 'pro': 69.8078088, 'sat': 34.3369144, 'sod': 3352.04488, 'sug': 4.2184056000000005}, {'fat': 115.4845232, 'nrg': 1796.22432, 'pro': 176.1751328, 'sat': 48.3982664, 'sod': 616.88512, 'sug': 0.0}, {'fat': 0.0, 'nrg': 2912.0, 'pro': 0.0, 'sat': 0.0, 'sod': 37408.0, 'sug': 383.03999999999996}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}]","['1', '2', '14', '1']","['pound', 'pound', 'cup', 'teaspoon']","[453.592, 907.184, 3808.0, 3.1]",15.0,6024.56928
Rice for Dummies and in the Microwave Too!,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'water, bottled, generic', 'oil, olive, salad or cooking', 'salt, table']","['Rinse measured rice 1 to 2 times to remove starch.', 'I use a strainer.', 'Place measured rice, water, oil, and salt in a microwaveable casserole dish (make it a big one so it does not boil over) cover with lid or plastic wrap allowing a little steam to release.', 'Microwave on high for 10 minutes.', 'Stir and recover.', 'Then microwave on defrost setting for 9-10 minutes (If you have to enter a weight my microwave hits 9 minutes at 1.2 lbs.', 'Fluff with a fork before serving.']","[{'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","['1', '2', '1', '1']","['cup', 'cup', 'tablespoon', 'pinch']","[158.0, 473.6, 13.5, 0.37439999999999996]",29.0,324.0
Hippie-Chick Granola,"['oat bran, raw', 'oats', 'nuts, almonds', 'seeds, pumpkin and squash seeds, whole, roasted, without salt', 'raisins, seeded', 'cranberries, dried, sweetened', 'cherries, sweet, raw', 'seeds, flaxseed', 'honey', 'butter, without salt']","['Preheat oven to 350.', 'Coat a baking sheet or jelly roll pan with cooking spray; set aside.', 'In a large mixing bowl, combine the bran flakes, oats, almonds, pumpkin seeds, currants, cranberries, cherries, and flax seeds.', 'Set aside.', 'In a small bowl, combine the honey and the melted butter, and pour over the oat and fruit mixture.', 'Stir with a wooden spoon until combined.', 'Spread mixture onto the prepared pan, and bake for 23 minutes or until golden.', 'Cool on the pan, and break into pieces with a spatula.', 'Store in an airtight container (I like a glass jar) for up to a week.']","[{'fat': 79.32000000000001, 'nrg': 2772.0, 'pro': 195.12, 'sat': 14.975999999999999, 'sod': 48.0, 'sug': 16.32}, {'fat': 21.52, 'nrg': 1214.0, 'pro': 52.7, 'sat': 3.798, 'sod': 6.0, 'sug': 0.0}, {'fat': 999.6000000000001, 'nrg': 11592.0, 'pro': 423.35999999999996, 'sat': 76.11800000000001, 'sod': 14.0, 'sug': 87.08}, {'fat': 173.88, 'nrg': 3990.0, 'pro': 166.17999999999998, 'sat': 32.886, 'sod': 168.0, 'sug': 0.0}, {'fat': 12.46, 'nrg': 6832.0, 'pro': 58.24, 'sat': 4.116, 'sod': 644.0, 'sug': 0.0}, {'fat': 24.64, 'nrg': 6888.0, 'pro': 3.9200000000000004, 'sat': 1.9600000000000002, 'sod': 112.0, 'sug': 1625.12}, {'fat': 3.3600000000000003, 'nrg': 1044.0, 'pro': 17.52, 'sat': 0.624, 'sod': 0.0, 'sug': 212.28000000000003}, {'fat': 972.16, 'nrg': 12320.0, 'pro': 421.12, 'sat': 84.44800000000001, 'sod': 672.0, 'sug': 35.84}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 2396.16, 'nrg': 21216.0, 'pro': 24.96, 'sat': 1491.1519999999998, 'sod': 416.0, 'sug': 2.08}]","['12', '2', '14', '14', '14', '14', '12', '14', '12', '13']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'cup']","[1128.0, 312.0, 2002.0, 896.0, 2310.0, 2240.0, 1656.0, 2307.2000000000003, 4068.0, 2953.6]",23.0,80240.0
Almond Brittle,"['oil, canola', 'nuts, almonds', 'sugars, brown', 'cream, whipped, cream topping, pressurized', 'water, bottled, generic']","['Spread the oil over a baking sheet.', 'Spread almonds evenly over the surface of the sheet.', 'In a medium heavy bottomed saucepan, stir the sugar and cream of tartar into the water over low heat until dissolved.', 'When the sugar is dissolved, increase the heat to medium and stop stirring.', 'Bring to a boil and allow temperature, as measured with a candy thermometer, to 300 degrees F (hard crack stage).', 'Immediately pour the syrup over the almonds and allow to cool and harden completely.', 'Break into pieces to serve.']","[{'fat': 14.0, 'nrg': 124.0, 'pro': 0.0, 'sat': 1.031, 'sod': 0.0, 'sug': 0.0}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.0, 'nrg': 2112.0, 'pro': 0.0, 'sat': 0.0, 'sod': 192.0, 'sug': 558.72}, {'fat': 0.06942708333333333, 'nrg': 0.8020833333333333, 'pro': 0.009999999999999998, 'sat': 0.043223958333333326, 'sod': 0.026041666666666664, 'sug': 0.024999999999999998}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}]","['1', '1', '4', '1/4', '1']","['tablespoon', 'cup', 'cup', 'teaspoon', 'cup']","[14.0, 143.0, 576.0, 0.3125, 236.8]",,3064.8020833333335
Crispy Pepperoni Chips,"['pepperoni, beef and pork, sliced']","['Preheat the oven to 425 degrees F.', 'Lay the pepperoni slices in a single layer on a baking sheet and bake for 8 to 10 minutes.', 'Remove the pan from the oven and soak up the excess grease by pressing paper towels against the pepperoni chips.', 'Return the pan to the oven and bake an additional 2 to 4 minutes, until the pepperoni slices are very crispy.', 'Serve as a snack anytime or use in place of crackers for dipping or for topping with your favorite cheese!', ""They'll stay fresh and crispy for 1 to 2 days if you store them in an airtight container.""]","[{'fat': 78.72089159999999, 'nrg': 857.28888, 'pro': 32.743672499999995, 'sat': 30.120776759999995, 'sod': 2690.9345399999997, 'sug': 0.0}]",['6'],['ounce'],[170.09699999999998],14.0,857.28888
French Vegetable Soup,"['water, bottled, generic', 'tomatoes, red, ripe, raw, year round average', 'mushrooms, white, raw', 'onions, raw', 'squash, summer, zucchini, includes skin, raw', 'carrots, raw', 'spices, onion powder', 'spices, basil, dried', 'sauce, worcestershire']","['In a medium saucepan, bring water to a boil.', 'Add tomatoes.', 'Simmer, covered, until tomatoes are soft and turn into a broth, about 20 minutes.', 'Add mushrooms, onion, zucchini, carrot, onion powder and basil.', 'Simmer, covered, until vegetables are tender, about 10 minutes.', 'Add Worcestershire.', 'Simmer, covered until flavors are blended, about 2 minutes.', 'Remove from heat.', 'Remove 1 cup of vegetables, place in a container of a electric blender.', 'Blend at high speed until smooth.', 'Return mixture to saucepan and mix well.', 'Heat until hot.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 0.0}, {'fat': 0.6, 'nrg': 54.0, 'pro': 2.62, 'sat': 0.084, 'sod': 14.0, 'sug': 7.84}, {'fat': 0.24, 'nrg': 15.0, 'pro': 2.16, 'sat': 0.035, 'sod': 4.0, 'sug': 1.39}, {'fat': 2.24, 'nrg': 896.0, 'pro': 24.64, 'sat': 0.9380000000000001, 'sod': 84.0, 'sug': 94.92}, {'fat': 5.6000000000000005, 'nrg': 294.0, 'pro': 21.0, 'sat': 1.456, 'sod': 140.0, 'sug': 43.4}, {'fat': 4.34, 'nrg': 728.0, 'pro': 16.66, 'sat': 0.658, 'sod': 1232.0, 'sug': 84.98}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 0.36, 'nrg': 24.0, 'pro': 1.9200000000000002, 'sat': 0.18, 'sod': 12.0, 'sug': 0.12000000000000001}, {'fat': 0.0, 'nrg': 4.333333333333333, 'pro': 0.0, 'sat': 0.0, 'sod': 55.666666666666664, 'sug': 0.57}]","['1 1/2', '2', '1', '14', '14', '14', '1', '12', '1']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[355.20000000000005, 298.0, 70.0, 2240.0, 1736.0, 1792.0, 2.4, 8.4, 5.666666666666666]",32.0,2023.3333333333333
Fast and Easy Whole Wheat Pizza Dough,"['sugars, granulated', 'water, bottled, generic', ""leavening agents, yeast, baker's, active dry"", 'wheat flour, white, all-purpose, unenriched', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'oil, olive, salad or cooking']","['In large mixing bowl, dissolve sugar in warm water.', 'Sprinkle yeast over water and let stand for 10 minutes or until foamy.', 'Meanwhile, combine flours and salt.', 'Stir oil into foamy yeast mixture.', 'Stir in about half the flour mixture.', 'Add more flour, mixing until dough can be gathered into a slightly sticky ball (you may need a little more or less than 3 cups of flour).', 'On lightly floured surface, kneed dough for about 5 minutes or until smooth and elastic, adding more flour as necessary to prevent dough from stick to counter.', 'Cut dough in half; cover with waxed paper and let rest for 10 minutes.', 'On lightly floured surface, use a rolling pin to roll each piece of dough into a 12-inch circle, about 1/4 inch thick.', 'Transfer rounds to 2 lightly oiled pizza pans or baking sheets.', 'Carefully, using fingers, stretch dough into large circles.', 'Let dough rise for about 15 minutes before adding toppings.', 'For a thicker crust let dough rise for 30 minutes.', 'Add toppings just before baking.', 'Makes two 12 inch pizza rounds.']","[{'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.9, 'nrg': 39.0, 'pro': 4.86, 'sat': 0.12000000000000001, 'sod': 6.0, 'sug': 0.0}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}]","['1', '1', '1', '1 1/2', '1 1/2', '1', '2']","['teaspoon', 'cup', 'tablespoon', 'cup', 'cup', 'teaspoon', 'tablespoon']","[4.2, 236.8, 12.0, 187.5, 187.5, 6.0, 27.0]",70.0,1658.0
