Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Jamba Juice at Home Strawberry Shortcake Smoothie,"['pineapple juice, canned or bottled, unsweetened, without added ascorbic acid', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'yogurt, greek, plain, nonfat', 'strawberries, raw', 'pineapple, raw, all varieties', 'water, bottled, generic']",['Place all ingredients into blender and blend until you get the consistency you like in your smoothie.'],"[{'fat': 0.20411639999999995, 'nrg': 90.15141, 'pro': 0.6123491999999999, 'sat': 0.01360776, 'sod': 3.4019399999999997, 'sug': 16.975680599999997}, {'fat': 1.6499408999999998, 'nrg': 71.44073999999999, 'pro': 5.732268899999999, 'sat': 1.0767140099999999, 'sod': 74.84267999999999, 'sug': 8.845044}, {'fat': 32.487, 'nrg': 4914.7, 'pro': 848.8269999999999, 'sat': 9.7461, 'sod': 2998.7999999999997, 'sug': 269.89200000000005}, {'fat': 5.5200000000000005, 'nrg': 588.0, 'pro': 12.24, 'sat': 0.276, 'sod': 24.0, 'sug': 89.16}, {'fat': 2.8000000000000003, 'nrg': 1148.0, 'pro': 12.46, 'sat': 0.21, 'sod': 28.0, 'sug': 227.5}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 102.69093818763753, 'sug': 0.0}]","['6', '6', '34', '12', '14', '14']","['ounce', 'ounce', 'cup', 'cup', 'cup', 'cup']","[170.09699999999998, 170.09699999999998, 8330.0, 1824.0, 2310.0, 3039.651770354071]",,6812.29215
Blue Freeze Recipe,"['cream, whipped, cream topping, pressurized', 'ice creams, vanilla']",['Ice // blended // frzn'],"[{'fat': 12.598517799999998, 'nrg': 145.71642999999997, 'pro': 1.814368, 'sat': 7.842038689999999, 'sod': 4.53592, 'sug': 4.53592}, {'fat': 116.16, 'nrg': 2192.0, 'pro': 36.96, 'sat': 71.696, 'sod': 848.0, 'sug': 224.16}]","['2', '2']","['ounce', 'scoop']","[56.699, 1056.0]",,2337.71643
Pork (or Lamb) with Lentils,"['spices, cumin seed', 'spices, coriander seed', 'spices, turmeric, ground', 'spices, pepper, red or cayenne', 'oil, olive, salad or cooking', 'onions, raw', 'spices, ginger, ground', 'tomatoes, red, ripe, raw, year round average', 'pork, fresh, loin, tenderloin, separable lean only, raw', 'lentils, raw', 'salt, table']","['Toss the cumin, coriander, turmeric, and cayenne together in a small bowl.', 'Add 2 tablespoons water.', 'Stir to mix.', 'Pour the oil into a large, wide pan and set over medium heat.', 'When hot, put in the onions.', 'Stir and saute about 3 minutes, until the onion pieces turn brown at the edges.', 'Add the ginger and cook and stir for half a minute.', 'Add the spice paste and stir for a minute.', 'Add the tomatoes.', 'Stir and cook them for 23 minutes.', 'Add the meat.', 'Stir and cook it for 23 minutes.', 'Pour in 1 cup water and bring to a boil.', 'Cover and cook on medium-high heat for 10 minutes, stirring from the bottom now and then.', 'When the sauce is greatly reduced, add the lentils, 3 1/2 cups water, and salt.', 'Stir and bring to a simmer.', 'Cover partially and cook for 40 minutes or until lentils are tender.', 'Check for salt, adding more if needed.']","[{'fat': 0.94, 'nrg': 16.0, 'pro': 0.74, 'sat': 0.064, 'sod': 8.0, 'sug': 0.1}, {'fat': 1.28, 'nrg': 20.0, 'pro': 0.88, 'sat': 0.072, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.05, 'nrg': 4.5, 'pro': 0.145, 'sat': 0.0275, 'sod': 0.5, 'sug': 0.05}, {'fat': 0.155, 'nrg': 3.0, 'pro': 0.11, 'sat': 0.0295, 'sod': 0.5, 'sug': 0.09499999999999999}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.08, 'nrg': 6.0, 'pro': 0.16, 'sat': 0.047, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 0.44999999999999996, 'nrg': 40.5, 'pro': 1.965, 'sat': 0.063, 'sod': 10.5, 'sug': 5.88}, {'fat': 14.764419599999998, 'nrg': 741.62292, 'pro': 142.54128599999999, 'sat': 4.749108239999999, 'sod': 360.60564, 'sug': 0.0}, {'fat': 2.04, 'nrg': 676.0, 'pro': 47.29, 'sat': 0.296, 'sod': 12.0, 'sug': 3.9}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}]","['2', '4', '1/2', '1/2', '3', '1/4', '1', '1 1/2', '1 1/2', '1', '1 1/2']","['teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'cup', 'teaspoon', 'cup', 'pound', 'cup', 'teaspoon']","[4.2, 7.2, 1.5, 0.9, 40.5, 40.0, 1.8, 223.5, 680.3879999999999, 192.0, 9.0]",99.0,1880.62292
Chicken and Noodles with Pumpkin Sauce,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'noodles, egg, dry, unenriched', 'pumpkin, raw', 'cream, fluid, heavy whipping', 'butter, without salt', 'vinegar, cider', 'salt, table', 'spices, pepper, black', 'spices, oregano, dried', 'spices, thyme, dried', 'a cajun life, all purpose cajun seasoning, upc: 095225879272', 'parsley, fresh', 'cheese, parmesan, hard']","['Cook chicken in a skillet over medium heat.', 'Remove chicken and allow to cool slightly.', 'Boil noodles until almost done and drain.', 'Combine remaining ingredients in skillet and mix thoroughly.', 'Shred or chop chicken and place in pumpkin sauce.', 'Pour sauce over noodles and enjoy!']","[{'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}, {'fat': 20.1394848, 'nrg': 1741.7932799999999, 'pro': 64.2286272, 'sat': 5.3523856, 'sod': 95.25431999999999, 'sug': 8.527529599999998}, {'fat': 0.18, 'nrg': 45.0, 'pro': 1.7399999999999998, 'sat': 0.09, 'sod': 1.5, 'sug': 4.800000000000001}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.06}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 0.02, 'nrg': 1.5, 'pro': 0.045, 'sat': 0.008, 'sod': 0.0, 'sug': 0.02}, {'fat': 0.035, 'nrg': 1.5, 'pro': 0.045, 'sat': 0.0135, 'sod': 0.5, 'sug': 0.01}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1040.0, 'sug': 0.0}, {'fat': 0.004895833333333333, 'nrg': 0.22916666666666666, 'pro': 0.018541666666666665, 'sat': 0.0008229166666666667, 'sod': 0.35416666666666663, 'sug': 0.0053124999999999995}, {'fat': 9.600933239585876, 'nrg': 144.3749359336222, 'pro': 13.282494105893242, 'sat': 6.099841043195537, 'sod': 512.5310225643588, 'sug': 0.2887498718672444}]","['1', '1', '1 1/2', '1/2', '1/4', '1', '1/2', '1/2', '1/2', '1/2', '1', '1/2', '1/4']","['pound', 'pound', 'cup', 'cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[453.592, 453.592, 174.0, 60.0, 56.8, 14.9, 3.0, 1.15, 0.5, 0.5, 4.0, 0.625, 37.17654600290771]",,3096.7077826002883
No Bake Peanut Butter Oatmeal Berry Bites,"['cherries, sweet, raw', 'oats', 'peanut butter, smooth style, without salt', 'honey', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['1.', 'Start by coarsely chopping the berries.', 'Place berries and oats in a bowl.', 'Add peanut butter, honey and liquid coconut oil (here in Thailand it is liquid at room temperature but you might have to melt it).', '2.', 'Stir everything together.', 'You can use a spoon but by hand it is much easier.', 'Once everything is nicely combined chill mixture in the fridge for 1/2 hour or 10 minutes in the freezer box.', '3.', 'Shape chilled mixture into round bites of about 1 diameter and put them on a tray.', 'Recipe yields about 12 bites.', 'Place the oatmeal bites back in the fridge.', '4.', 'In the meantime chop or break the chocolate into small pieces (only if using a chocolate bar) and melt in the microwave or a water bath.', 'If you melt it in the microwave, do so in 30 second heat bursts stirring in between bursts.', 'Drizzle melted chocolate over chilled bites.', '5.', 'Here in Thailand I have to keep the bites in the fridge, but if you live in a cooler climate they might be just fine at room temperature.']","[{'fat': 3.6400000000000006, 'nrg': 1131.0, 'pro': 18.98, 'sat': 0.6759999999999999, 'sod': 0.0, 'sug': 229.97000000000003}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 24.660000000000004, 'nrg': 286.5, 'pro': 10.665000000000001, 'sat': 4.9559999999999995, 'sod': 7.5, 'sug': 5.04}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}, {'fat': 25.6, 'nrg': 226.0, 'pro': 0.0, 'sat': 23.372, 'sod': 0.0, 'sug': 0.0}, {'fat': 11.668125, 'nrg': 204.3125, 'pro': 2.918125, 'sat': 7.293125000000001, 'sod': 0.0, 'sug': 23.331875}]","['13', '1', '3', '3', '2', '1/4']","['cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'cup']","[1794.0, 156.0, 48.0, 63.5625, 25.6, 43.75]",130.0,2648.125
Root Beer Raisin Meat Loaf,"['beef, grass-fed, ground, raw', 'spices, onion powder', 'spices, garlic powder', 'salt, table', 'spices, pepper, black', 'beverages, carbonated, root beer', 'raisins, seeded', 'sauce, worcestershire', 'catsup']","['Preheat oven to 350 degrees F (175 degrees C).', 'Grease a baking dish.', 'Mix ground beef with onion powder, garlic powder, salt, and black pepper in a bowl; form mixture into a loaf and place into prepared baking dish.', 'Bring root beer, raisins, Worcestershire sauce, and ketchup to a boil in a saucepan; reduce heat and simmer until flavors have blended and raisins are plump, about 5 minutes.', 'Pour raisin sauce over meat loaf.', 'Bake in the preheated oven until meat loaf is no longer pink inside and an instant-read meat thermometer inserted into the center of the loaf reads at least 160 degrees F (70 degrees C), 25 to 30 minutes.']","[{'fat': 28.8711308, 'nrg': 449.05608, 'pro': 44.0437832, 'sat': 12.0995666, 'sod': 154.22128, 'sug': 0.0}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 0.0, 'nrg': 34.666666666666664, 'pro': 0.0, 'sat': 0.0, 'sod': 10.666666666666666, 'sug': 8.693333333333332}, {'fat': 0.29666666666666663, 'nrg': 162.66666666666666, 'pro': 1.3866666666666667, 'sat': 0.09799999999999999, 'sod': 15.333333333333332, 'sug': 0.0}, {'fat': 0.0, 'nrg': 13.0, 'pro': 0.0, 'sat': 0.0, 'sod': 167.0, 'sug': 1.71}, {'fat': 0.02, 'nrg': 17.0, 'pro': 0.18, 'sat': 0.002, 'sod': 154.0, 'sug': 3.62}]","['1/2', '1', '1', '1/2', '1/2', '1/3', '1/3', '1', '1']","['pound', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'cup', 'tablespoon', 'tablespoon']","[226.796, 2.4, 3.1, 3.0, 1.15, 82.13333333333333, 55.0, 17.0, 17.0]",35.0,697.3894133333333
Cinnamon Balls,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'spices, cinnamon, ground']","['Mix the first three ingredients together.', 'Once mixed then add milk.', 'Take the mixture and knead it on a firm surface.', 'Take 1 tablespoon and roll it into a ball.', 'Roll the ball into the cinnamon.', 'Bake at 450 degrees for 10 minutes.']","[{'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2928.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 0.18, 'nrg': 36.0, 'pro': 0.6000000000000001, 'sat': 0.054, 'sod': 0.0, 'sug': 0.36}]","['3', '6', '1', '1', '2']","['cup', 'teaspoon', 'teaspoon', 'cup', 'tablespoon']","[375.0, 27.599999999999998, 6.0, 244.0, 15.600000000000001]",10.0,1515.0
Mustard-Dill Dressing,"['rice vinegar, upc: 4979435030332', 'oil, sesame, salad or cooking', 'syrup, maple, canadian', 'soy sauce made from soy (tamari)', 'dill weed, fresh', 'mustard, prepared, yellow']","['In small bowl or glass jar with tight-fitting lid, combine all ingredients.', 'Whisk or shake until well blended.']","[{'fat': 0.0, 'nrg': 180.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4260.0, 'sug': 48.0}, {'fat': 81.6, 'nrg': 720.0, 'pro': 0.0, 'sat': 11.586, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 160.71428571428572, 'pro': 0.0, 'sat': 0.0, 'sod': 5.208333333333333, 'sug': 35.669642857142854}, {'fat': 0.03, 'nrg': 16.5, 'pro': 2.835, 'sat': 0.003, 'sod': 1507.5, 'sug': 0.46499999999999997}, {'fat': 0.009375000000000001, 'nrg': 0.375, 'pro': 0.029062499999999998, 'sat': 0.00046875, 'sod': 0.46875, 'sug': 0.0}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}]","['6', '6', '3', '1 1/2', '1 1/2', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[90.0, 81.6, 59.523809523809526, 27.0, 0.8343750000000001, 15.0]",,1086.5892857142858
Hot Peanut Sauce,"['peanut butter, smooth style, without salt', 'water, bottled, generic', 'soy sauce made from soy (tamari)', 'sugars, brown', 'spices, pepper, red or cayenne', 'lemon juice, raw']","['In a small bowl combine peanut butter and water; mix until a smooth paste forms.', 'Stir in soy sauce, then brown sugar, cayenne and lemon juice.', 'Mix by hand until well combined and smooth.']","[{'fat': 32.88, 'nrg': 382.0, 'pro': 14.22, 'sat': 6.608, 'sod': 10.0, 'sug': 6.72}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.04, 'nrg': 22.0, 'pro': 3.78, 'sat': 0.004, 'sod': 2010.0, 'sug': 0.62}, {'fat': 0.0, 'nrg': 49.5, 'pro': 0.0, 'sat': 0.0, 'sod': 4.5, 'sug': 13.095}, {'fat': 0.0775, 'nrg': 1.5, 'pro': 0.055, 'sat': 0.01475, 'sod': 0.25, 'sug': 0.047499999999999994}, {'fat': 0.0184375, 'nrg': 1.6875, 'pro': 0.0265625, 'sat': 0.0030625, 'sod': 0.0625, 'sug': 0.1921875}]","['4', '4', '2', '1 1/2', '1/4', '1 1/2']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[64.0, 59.2, 36.0, 13.5, 0.45, 7.625]",,456.6875
Pebetes Bread (Very Spongy),"['water, bottled, generic', 'salt, table', 'sugars, granulated', 'butter, without salt', 'wheat flour, white, all-purpose, unenriched', ""leavening agents, yeast, baker's, active dry"", 'water, bottled, generic', 'corn, sweet, white, raw']","['MEASURE all ingredients into bread pan according to your manufactures directions.', 'SET machine for dough cycle, press start and let it work until the kneading process is complete.', 'Shut machine off and allow dough to rest for 15 minutes.', 'REMOVE dough to slightly floured surface and cut in 8 pieces.', 'MAKE cylindrical balls with the pieces and place side by side in a buttered oven tray.', 'Leave to rise for one hour.', 'PREPARE cornflour or cornstarch, dissolve the cornflour or cornstarch in cold water add boiling water and leave to cool.', 'BAKE 10 to 12 minutes at F428 C220.', 'REMOVE from the oven and paint with the previous prepared cornflour cornstarch mix.', 'LEAVE to cool on the rack and enjoy.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 272.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 72.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 18.855}, {'fat': 17.28, 'nrg': 153.0, 'pro': 0.18, 'sat': 10.753499999999999, 'sod': 3.0, 'sug': 0.015}, {'fat': 2.7675, 'nrg': 1023.75, 'pro': 29.0475, 'sat': 0.4365, 'sod': 4.5, 'sug': 0.765}, {'fat': 0.3, 'nrg': 13.0, 'pro': 1.62, 'sat': 0.04, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.03791666666666667, 'nrg': 2.75, 'pro': 0.10333333333333333, 'sat': 0.005833333333333334, 'sod': 0.47916666666666663, 'sug': 0.10333333333333333}]","['34', '1 1/2', '1 1/2', '1 1/2', '2 1/4', '1', '1', '1']","['cup', 'teaspoon', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'cup', 'teaspoon']","[8051.200000000001, 9.0, 18.900000000000002, 21.299999999999997, 281.25, 4.0, 236.8, 3.208333333333333]",27.0,1264.5
Roasted Scallops or Shrimp With Tomato,"['crustaceans, shrimp, raw (not previously frozen)', 'plums, raw', 'tomatoes, sun-dried', 'onions, raw', 'spices, garlic powder', 'oil, olive, salad or cooking', 'spices, paprika', 'spices, pepper, red or cayenne', 'salt, table', 'spices, pepper, black', 'parsley, fresh']","['Preheat oven to 500 degrees.', 'Have your shrimp (large or X-large, peeled & deveined) or scallops (either sea scallops or bay scallops) drained and patted dry.', 'You can also use frozen shrimp, thawed.', 'Set the seafood aside in the refrigerator until the tomato layer is prepared and roasted THROUGH step 6.', 'Seed and chop the fresh plum tomatoes.', 'Mix them together with the rest of the ingredients for the Tomato Layer.', 'Spread the mixture evenly in a gratin or other shallow baking dish suitable for high heat.', 'Roast @ 500 degrees for 8-10 minutes, or until bubbly.', 'Remove the gratin from the oven and layer your seafood on top.', 'Return to the oven and continue roasting until the shrimp are pink, or the scallps are opaque on the outside but still translucent in their centers; about 5-10 minutes.', 'Garnish with minced fresh parsley, and serve very hot with ""Sauce Choron"" (see my recipe) and angel hair pasta if you like.']","[{'fat': 8.0966172, 'nrg': 1349.4361999999999, 'pro': 319.101972, 'sat': 1.60344772, 'sod': 1889.2106799999997, 'sug': 0.0}, {'fat': 0.92, 'nrg': 152.0, 'pro': 2.3, 'sat': 0.056, 'sod': 0.0, 'sug': 32.74}, {'fat': 0.15000000000000002, 'nrg': 13.03125, 'pro': 0.714375, 'sat': 0.021562500000000002, 'sod': 5.4375, 'sug': 1.9031250000000002}, {'fat': 1.92, 'nrg': 768.0, 'pro': 21.12, 'sat': 0.804, 'sod': 72.0, 'sug': 81.36}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.3, 'nrg': 6.0, 'pro': 0.33, 'sat': 0.048999999999999995, 'sod': 2.0, 'sug': 0.23999999999999996}, {'fat': 4.34, 'nrg': 84.0, 'pro': 3.08, 'sat': 0.8259999999999998, 'sod': 13.999999999999998, 'sug': 2.66}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 1.2600000000000002, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 0.088125, 'nrg': 4.125, 'pro': 0.33375, 'sat': 0.0148125, 'sod': 6.375, 'sug': 0.095625}]","['1 1/2-2', '2', '1 1/2', '12', '1', '2', '1', '14', '14', '18', '3']","['pound', 'cup', 'tablespoon', 'cup', 'teaspoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon']","[1587.572, 330.0, 5.0625, 1920.0, 3.1, 27.0, 2.3, 25.2, 83.99999999999999, 41.4, 11.25]",20.0,2732.59245
Turkey Dip,"['salad dressing, mayonnaise, regular', 'spices, onion powder', 'ground turkey, raw', 'spices, garlic powder', 'mustard, prepared, yellow']",['Mix together and refrigerate.'],"[{'fat': 1983.3600000000001, 'nrg': 18048.0, 'pro': 24.96, 'sat': 310.08, 'sod': 16896.0, 'sug': 15.36}, {'fat': 0.27999999999999997, 'nrg': 111.99999999999999, 'pro': 3.4999999999999996, 'sat': 0.06999999999999999, 'sod': 27.999999999999996, 'sug': 2.2399999999999998}, {'fat': 17.1584, 'nrg': 331.52, 'pro': 44.038399999999996, 'sat': 4.53376, 'sod': 129.92, 'sug': 0.0}, {'fat': 0.27999999999999997, 'nrg': 139.99999999999997, 'pro': 7.14, 'sat': 0.11199999999999999, 'sod': 27.999999999999996, 'sug': 1.1199999999999999}, {'fat': 3.06, 'nrg': 54.0, 'pro': 3.4200000000000004, 'sat': 0.198, 'sod': 990.0, 'sug': 0.9000000000000001}]","['12', '14', '1', '14', '18']","['cup', 'teaspoon', 'cup', 'teaspoon', 'teaspoon']","[2649.6000000000004, 33.599999999999994, 224.0, 43.4, 90.0]",,18685.52
Autumn Trail Mix,"['nuts, walnuts, english', 'pretzels, soft, unsalted', 'sugars, brown', 'water, bottled, generic', 'spices, nutmeg, ground', 'peanut butter, smooth style, without salt']","['In a large bowl, combine the nuts and pretzels and set aside.', 'In a medium skillet, combine the brown sugar, water, and nutmeg, and cook until the sugar is dissolved.', 'Heat to boiling, reduce heat, and simmer about 5 minutes or until the mixture is thickened and syrupy.', 'Drizzle the mixture over the nut mixture and toss to coat.', 'Spread onto a baking sheet lined with foil and buttered.', 'Bake 15-20 minutes at 300 degrees.', 'Stir, spread onto another piece of foil and let cool.', 'Break into small clusters and stir in Ritz Bits.', 'Store in airtight container for up to 4 days.']","[{'fat': 152.6, 'nrg': 1530.0, 'pro': 35.64, 'sat': 14.334, 'sod': 4.0, 'sug': 6.1}, {'fat': 3.4875, 'nrg': 388.125, 'pro': 9.225, 'sat': 0.781875, 'sod': 283.5, 'sug': 0.28125}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 112.0, 'sug': 0.0}, {'fat': 9.600000000000001, 'nrg': 144.0, 'pro': 1.56, 'sat': 6.851999999999999, 'sod': 0.0, 'sug': 0.8400000000000001}, {'fat': 263.04, 'nrg': 3056.0, 'pro': 113.76, 'sat': 52.864, 'sod': 80.0, 'sug': 53.76}]","['2', '2 1/2', '1', '14', '12', '2']","['cup', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[234.0, 112.5, 144.0, 3315.2000000000003, 26.400000000000002, 512.0]",25.0,5646.125
Better Burgers,"['beef, grass-fed, ground, raw', 'onions, raw', 'salt, table', 'spices, garlic powder', 'spices, pepper, black', 'sauce, worcestershire']","['Combine ground beef, onion, seasoned salt, garlic, pepper, and worcestershire sauce.', 'Mix gently.', 'Shape into four patties.', 'Broil or grill until burgers are well done, turning once.']","[{'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 2.24, 'nrg': 896.0, 'pro': 24.64, 'sat': 0.9380000000000001, 'sod': 84.0, 'sug': 94.92}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.27999999999999997, 'nrg': 139.99999999999997, 'pro': 7.14, 'sat': 0.11199999999999999, 'sod': 27.999999999999996, 'sug': 1.1199999999999999}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.0, 'nrg': 4.333333333333333, 'pro': 0.0, 'sat': 0.0, 'sod': 55.666666666666664, 'sug': 0.57}]","['1', '14', '1', '14', '14', '1']","['pound', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[453.592, 2240.0, 6.0, 43.4, 32.199999999999996, 5.666666666666666]",,2022.4454933333334
Kings Arm Tavern Sweet Potatoes,"['sweet potato, raw, unprepared', 'sugars, brown', 'butter, without salt', 'spices, cinnamon, ground', 'spices, nutmeg, ground', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Preheat oven to 400 degrees (Fahrenheit) and grease a 1 1/2 quart casserole dish.', 'Mash sweet potatoes and remove as many strings as possible.', 'Save back 2 tablespoons of brown sugar and stir the rest of the brown sugar into sweet potatoes, along with the rest of the ingredients.', 'Pour into prepared dish and sprinkle the 2 tablespoons brown sugar on top.', 'Bake at 400 degrees for 30 minutes.', 'Best if served hot.']","[{'fat': 0.6803879999999999, 'nrg': 1170.2673599999998, 'pro': 21.3641832, 'sat': 0.24493967999999994, 'sod': 748.4268, 'sug': 56.88043679999999}, {'fat': 0.0, 'nrg': 17952.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1632.0, 'sug': 4749.12}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.029999999999999995, 'nrg': 6.0, 'pro': 0.1, 'sat': 0.009, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 9.600000000000001, 'nrg': 144.0, 'pro': 1.56, 'sat': 6.851999999999999, 'sod': 0.0, 'sug': 0.8400000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}]","['3', '34', '4', '1', '12', '14', '1']","['pound', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[1360.7759999999998, 4896.0, 56.8, 2.6, 26.400000000000002, 83.99999999999999, 244.0]",30.0,19782.267359999998
