Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Caribbean BBQ Chicken,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'spices, garlic powder', 'spices, onion powder', 'spices, pepper, red or cayenne', 'spices, pepper, black', 'spices, thyme, dried', 'spices, cinnamon, ground', 'lime juice, raw', 'sauce, barbecue']","['Preheat grill to medium heat.', 'Trim and discard excess fat from chicken.', 'Mix seasonings in small bowl until well blended; stir in lime juice to form paste.', 'Rub evenly onto the chicken.', 'Place chicken, skin side up, on grill; cover grill with lid.', 'Grill 15 min.', '; turn over.', 'Brush with 1/4 cup of the barbecue sauce.', 'Grill an additional 10 min.', '; turn over.', 'Brush with remaining 1/4 cup barbecue sauce.', 'Continue grilling 5 minute or until chicken is cooked through (internal temperature of 170F or until juices run clear).']","[{'fat': 35.6523312, 'nrg': 1632.9311999999998, 'pro': 306.1746, 'sat': 7.661168879999998, 'sod': 612.3492, 'sug': 0.0}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.8400000000000001, 'nrg': 36.0, 'pro': 1.08, 'sat': 0.324, 'sod': 12.0, 'sug': 0.24000000000000002}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 0.02125, 'nrg': 7.5, 'pro': 0.1275, 'sat': 0.002375, 'sod': 0.625, 'sug': 0.51125}, {'fat': 21.12, 'nrg': 5568.0, 'pro': 26.880000000000003, 'sat': 1.536, 'sod': 33600.0, 'sug': 1084.8000000000002}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 157.34373310251414, 'fat': 1.3169483640182913, 'protein': 7.190141399213874, 'salt': 1.801047091833536, 'saturates': 0.22589335243174413, 'sugars': 22.910334602306037}","['3', '1', '1', '12', '12', '12', '12', '2', '12']","['pound', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'cup']","[1360.7759999999998, 3.1, 2.4, 21.6, 27.599999999999998, 12.0, 31.200000000000003, 30.25, 3264.0]"
Mayonnaise Cake - My version of a mayonnaise cake,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking soda', 'cocoa, dry powder, unsweetened', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'salt, table', 'salad dressing, mayonnaise, regular', 'sugars, granulated', 'water, bottled, generic', 'vanilla extract']","['Sift together dry ingredients, except sugar.', 'In a seperate bowl, mix 3/4 cup (175 ml) mayonnaise and 1 cup (225 ml) sugar.', 'Work with spoon until smooth.', 'Add dry ingredients alternately with 1 cup (225 ml) water and 1 tsp (5 ml) vanilla.', 'Beat until smooth.', 'Bake in greased 9 inch square pan 35 minutes at 350 degrees (175 C.) F.']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 2.945, 'nrg': 49.0, 'pro': 4.215, 'sat': 1.735, 'sod': 4.5, 'sug': 0.375}, {'fat': 0.0, 'nrg': 2.0, 'pro': 0.0, 'sat': 0.0, 'sod': 488.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 123.96000000000001, 'nrg': 1128.0, 'pro': 1.56, 'sat': 19.38, 'sod': 1056.0, 'sug': 0.96}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 321.6728332772732, 'fat': 14.504428747617446, 'protein': 3.5424374929924873, 'salt': 1.1161565197892138, 'saturates': 2.4109205067832713, 'sugars': 22.834959076129614}","['2', '1', '1/4', '1', '1/2', '3/4', '1', '1', '1']","['cup', 'teaspoon', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon']","[250.0, 4.6, 21.5, 4.6, 3.0, 165.60000000000002, 201.60000000000002, 236.8, 4.2]"
Honey Mustard Dressing,"['vinegar, cider', 'mustard, prepared, yellow', 'sweetener, syrup, agave', 'oil, olive, salad or cooking']","['In a medium-sized mason jar, combine apple cider vinegar, mustard, agave and olive oil.', 'Shake well until combined.', 'Serve over mixed greens.', 'Store in mason jar in refrigerator for up to 3 days.']","[{'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.12}, {'fat': 1.0200000000000002, 'nrg': 18.0, 'pro': 1.1400000000000001, 'sat': 0.066, 'sod': 330.0, 'sug': 0.30000000000000004}, {'fat': 0.09, 'nrg': 63.0, 'pro': 0.030000000000000002, 'sat': 0.0, 'sod': 0.0, 'sug': 14.070000000000002}, {'fat': 108.0, 'nrg': 952.0, 'pro': 0.0, 'sat': 14.912, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 551.1936339522547, 'fat': 57.88328912466844, 'protein': 0.6206896551724138, 'salt': 0.44031830238726793, 'saturates': 7.945888594164457, 'sugars': 7.687002652519895}","['2', '2', '1', '1/2']","['tablespoon', 'tablespoon', 'tablespoon', 'cup']","[29.8, 30.0, 20.700000000000003, 108.0]"
Quick Puff Pastry,"['wheat flour, white, all-purpose, unenriched', 'cream, sour, cultured', 'butter, without salt', 'salt, table']","['Process all the ingredients in a food processor until the dough comes together.', 'Remove and knead a couple of times until smooth.', 'Roll out and fold in three like a business letter.', 'Repeat a couple of times and refrigerate for 20 minutes.', 'Roll the dough and fit into pie shells of different sorts or one large 12 inch one.', 'Blind bake for 10 minutes at 350F Let cool.']","[{'fat': 1.764, 'nrg': 655.2, 'pro': 18.594, 'sat': 0.27899999999999997, 'sod': 3.6, 'sug': 0.48600000000000004}, {'fat': 32.913769499999994, 'nrg': 336.79205999999994, 'pro': 4.1503668, 'sat': 17.247835799999997, 'sod': 52.73006999999999, 'sug': 5.800307699999999}, {'fat': 69.12, 'nrg': 612.0, 'pro': 0.72, 'sat': 43.013999999999996, 'sod': 12.0, 'sug': 0.06}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 368.1655623940429, 'fat': 23.824783885286024, 'protein': 5.385794614932264, 'salt': 0.12246045414043705, 'saturates': 13.895985781944834, 'sugars': 1.4566730108976627}","['180', '6', '6', '1']","['g', 'ounce', 'tablespoon', 'pinch']","[180.0, 170.09699999999998, 85.19999999999999, 0.37439999999999996]"
White Barbecue Sauce,"['vinegar, cider', 'water, bottled, generic', 'spices, pepper, black', 'sugars, granulated', 'salad dressing, mayonnaise, regular']","['In a small nonporous bowl, combine the vinegar, water, ground black pepper, sugar and mayonnaise and mix well.', 'Use on your favorite meat.']","[{'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.48}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.052500000000000005, 'nrg': 4.5, 'pro': 0.18, 'sat': 0.024, 'sod': 0.0, 'sug': 0.007500000000000001}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 82.64, 'nrg': 752.0, 'pro': 1.04, 'sat': 12.92, 'sod': 704.0, 'sug': 0.64}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 277.6150130651675, 'fat': 26.191305724918834, 'protein': 0.3864122258294401, 'salt': 0.5653654287750416, 'saturates': 4.099770369783831, 'sugars': 8.319740280307231}","['1/2', '1/4', '3/4', '2', '1/2']","['cup', 'cup', 'teaspoon', 'tablespoon', 'cup']","[119.2, 59.2, 1.7249999999999999, 25.200000000000003, 110.4]"
Grilled Asparagus Spears,"['water, bottled, generic', 'oil, olive, salad or cooking', 'oil, olive, salad or cooking', 'asparagus, raw', 'parsley, fresh']","['Prepare barbecue (medium-high heat).', 'Combine water, olive oil and roasted garlic oil in large bowl.', 'Add asparagus to water mixture and toss to coat.', 'Let stand 5 minutes.', 'Drain.', 'Season with salt and pepper.', 'Grill asparagus until crisp-tender, turning frequently, about 6 minutes.', 'Transfer to platter.', 'Sprinkle with parsley.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 0.0}, {'fat': 9.0, 'nrg': 79.33333333333333, 'pro': 0.0, 'sat': 1.2426666666666666, 'sod': 0.0, 'sug': 0.0}, {'fat': 6.75, 'nrg': 59.5, 'pro': 0.0, 'sat': 0.932, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.8164655999999998, 'nrg': 136.0776, 'pro': 14.968536, 'sat': 0.2721552, 'sod': 13.607759999999999, 'sug': 12.791294399999996}, {'fat': 0.05875, 'nrg': 2.75, 'pro': 0.2225, 'sat': 0.009875, 'sod': 4.25, 'sug': 0.06375}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 16.819393140534284, 'fat': 1.007077351018089, 'protein': 0.9202014976636108, 'salt': 0.007550371387137926, 'saturates': 0.14881513913943503, 'sugars': 0.7786981157448519}","['4', '2', '1 1/2', '1 1/2', '2']","['cup', 'teaspoon', 'teaspoon', 'pound', 'tablespoon']","[947.2, 9.0, 6.75, 680.3879999999999, 7.5]"
Rice Cooker Steel Cut Oatmeal,"['oats', 'water, bottled, generic', 'salt, table', 'vanilla extract', 'raisins, seeded']","['Place ingredients into the Rice cooker pot.', 'Press cook.', 'Oatmeal with be ready in 10-15 minutes.', 'Variations: Add dried fruit or 1/2 cup honey and 1 teaspoon ground cinnamon at the start of the cooking cycle.']","[{'fat': 365.84, 'nrg': 20638.0, 'pro': 895.9000000000001, 'sat': 64.566, 'sod': 102.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 0.0, 'nrg': 168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 7.42}, {'fat': 0.11125, 'nrg': 61.0, 'pro': 0.52, 'sat': 0.03675, 'sod': 5.75, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 351.2356874445066, 'fat': 6.159732537735491, 'protein': 15.088642111420167, 'salt': 1.3749205734700658, 'saturates': 1.0874007431377581, 'sugars': 0.1248942732945914}","['34', '2', '14', '14', '2']","['cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon']","[5304.0, 473.6, 83.99999999999999, 58.8, 20.625]"
Dried Sour Cherry Nut Clusters,"['pascha, organic bitter-sweet dark chocolate chips, upc: 842638005022', 'nuts, almonds', 'cherries, sweet, raw']","['Line a sheet tray with parchment or wax paper.', 'Temper the chocolate:', 'Melt about 2/3 of the chocolate in the microwave on low power, checking and stirring occasionally to be sure it does not burn.', 'It will take about 1 1/2 minutes.', 'Alternatively, place', '2/3 of the chopped chocolate in a bowl set over a pot of simmering water until it melts.', 'Be sure no water touches the chocolate at any point.', 'Stir in the remaining chopped chocolate and continue to stir until completely melted.', 'Touch the skin just below your lower lip with a dab of chocolate: it should feel cool to the touch.', 'If not, stir in a large chunk of chocolate to cool it down further, and then remove it.', 'Stir in 2/3 cup of almonds and 2/3 cup of dried cherries.', 'Using 2 teaspoons, drop clusters of the chocolate mixture onto the prepared sheet tray.', 'Put an almond and one or two dried cherries on top of each cluster.', 'You may not use all of the remaining 1/3 cup of each.', 'Place the tray in the refrigerator until the chocolates are set, at least 15 minutes.', 'Release them from the paper by slipping a small flexible knife under each.', 'Store in a cool dry place.']","[{'fat': 75.59110679999999, 'nrg': 1360.7759999999998, 'pro': 30.2319068, 'sat': 75.59110679999999, 'sod': 0.0, 'sug': 45.3592}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.28, 'nrg': 87.0, 'pro': 1.46, 'sat': 0.052, 'sod': 0.0, 'sug': 17.69}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 448.1673742999157, 'fat': 29.00202183554026, 'protein': 12.196217930034896, 'salt': 0.0004923236890404808, 'saturates': 15.96706291502887, 'sugars': 13.641147232353148}","['8', '1', '1']","['ounce', 'cup', 'cup']","[226.796, 143.0, 138.0]"
Diabetic Chinese Chews,"['wheat flour, white, cake, enriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'sugars, granulated', 'salt, table', 'dates, deglet noor', 'nuts, walnuts, english']","['Sift together flour, baking powder, salt and sugar substitute.', 'Add dates and walnuts.', ""Spread in well greased 8' square pan."", 'Bake 350F 40 mins or til done.', 'Score into 1 inch squares while warm.']","[{'fat': 40.12, 'nrg': 16864.0, 'pro': 381.82, 'sat': 5.9159999999999995, 'sod': 102.0, 'sug': 14.28}, {'fat': 0.0, 'nrg': 68.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16592.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.57, 'nrg': 415.0, 'pro': 3.6, 'sat': 0.047, 'sod': 3.0, 'sug': 93.12}, {'fat': 76.3, 'nrg': 765.0, 'pro': 17.82, 'sat': 7.167, 'sod': 2.0, 'sug': 3.05}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 349.4506335898319, 'fat': 2.2393859346885647, 'protein': 7.7186937712951265, 'salt': 2.8018165460740403, 'saturates': 0.2513303472301979, 'sugars': 2.8360323111672603}","['34', '34', '3', '18', '1', '1']","['cup', 'teaspoon', 'tablespoon', 'teaspoon', 'cup', 'cup']","[4658.0, 156.39999999999998, 37.800000000000004, 108.0, 147.0, 117.0]"
Green Tomato Pickles (Caddo) Recipe,"['tomatoes, red, ripe, raw, year round average', 'onions, raw', 'sugars, granulated', 'vinegar, distilled', 'salt, table', 'peppers, sweet, green, raw']","['Add in salt to tomatoes and let set while chopping the rest of ingredients.', 'Cut tomatoes and onions in 1/4 inch slices.', 'Add in onions, sugar, green peppers to cool vinegar.', 'Bring to boil, simmer a few seconds - put in jars and seal.']","[{'fat': 9.6, 'nrg': 864.0, 'pro': 41.92, 'sat': 1.344, 'sod': 224.0, 'sug': 125.44}, {'fat': 1.28, 'nrg': 512.0, 'pro': 14.08, 'sat': 0.536, 'sod': 48.0, 'sug': 54.24}, {'fat': 0.0, 'nrg': 3840.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1005.6000000000001}, {'fat': 0.0, 'nrg': 384.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.28}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 55800.0, 'sug': 0.0}, {'fat': 0.25, 'nrg': 30.0, 'pro': 1.28, 'sat': 0.086, 'sod': 4.0, 'sug': 3.58}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 60.82409628141138, 'fat': 0.1202437285279056, 'protein': 0.6188284609234891, 'salt': 1.5145524081156414, 'saturates': 0.021239817635746852, 'sugars': 12.857760203971392}","['2', '1/2', '5', '1/2', '1/2', '1']","['gallon', 'gallon', 'cup', 'gallon', 'cup', 'cup']","[4768.0, 1280.0, 1008.0000000000001, 1907.2, 144.0, 149.0]"
E-Z French Dressing,"['oil, corn, peanut, and olive', 'catsup', 'sugars, granulated', 'vinegar, distilled', 'water, bottled, generic', 'spices, garlic powder', 'spices, pepper, black', 'salt, table']",['Put all ingredients in blender or food processor; blend until well mixed.'],"[{'fat': 224.0, 'nrg': 1984.0, 'pro': 0.0, 'sat': 32.176, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.32, 'nrg': 272.0, 'pro': 2.88, 'sat': 0.032, 'sod': 2464.0, 'sug': 57.92}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 0.0, 'nrg': 672.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2.24}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 112.0, 'sug': 0.0}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'red'}","{'energy': 125.9138070288069, 'fat': 2.3237103154058025, 'protein': 0.03758775653902706, 'salt': 0.9093544846438998, 'saturates': 0.3339201027191583, 'sugars': 25.614451094497483}","['1', '1', '12', '14', '14', '1', '1', '14']","['cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[224.0, 272.0, 2419.2000000000003, 3337.6, 3315.2000000000003, 3.1, 2.3, 83.99999999999999]"
Blueberry and Almond Snack,"['blueberries, raw', 'nuts, almonds', 'yogurt, greek, plain, nonfat']",['mix together and serve.'],"[{'fat': 5.88, 'nrg': 1008.0, 'pro': 13.200000000000001, 'sat': 0.492, 'sod': 12.0, 'sug': 176.88}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 296.7233074658817, 'fat': 23.110396039603962, 'protein': 10.731750066898583, 'salt': 0.007506020872357507, 'saturates': 1.7667286593524216, 'sugars': 6.942948889483542}","['12', '12', '1']","['cup', 'cup', 'cup']","[1776.0, 1716.0, 245.0]"
Gourmet's Welsh Rabbit,"['cheese, cheddar', 'wheat flour, white, all-purpose, unenriched', 'mustard, prepared, yellow', 'spices, pepper, red or cayenne', 'spices, paprika', 'butter, without salt', 'alcoholic beverage, beer, regular, all']","['Combine cheese and next four ingredients; set aside.', 'In medium saucepan, melt butter, then add beer.', 'When well-mixed, and back up to temperature, slowly begin adding in cheese mixture, 1/4-cup at a time, stirring well after each addition.', 'Serving suggestions: fondue-style; on thickly-sliced, toasted, day-old bread (traditional); serve on the bread, then top with a poached egg and diced bacon (Yorkshire rabbit).']","[{'fat': 175.88, 'nrg': 2132.0, 'pro': 120.76, 'sat': 99.616, 'sod': 3448.0, 'sug': 2.52}, {'fat': 0.15375, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 3.6, 'nrg': 72.0, 'pro': 3.9600000000000004, 'sat': 0.5880000000000001, 'sod': 24.0, 'sug': 2.88}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 104.0, 'pro': 1.12, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 306.0660434694527, 'fat': 23.912684860938263, 'protein': 15.109975978930917, 'salt': 1.0277689346800567, 'saturates': 13.34590339478482, 'sugars': 0.902092437704396}","['4', '2', '1', '12', '12', '2', '1']","['cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'cup']","[528.0, 15.625, 5.0, 21.6, 27.599999999999998, 28.4, 237.6]"
Soup to Go,"['couscous, dry', 'shortening, vegetable, household, composite', 'soup, chicken broth or bouillon, dry', 'spices, parsley, dried', 'onions, raw', 'spices, thyme, dried', 'spices, pepper, black', 'couscous, dry', 'shortening, vegetable, household, composite', 'beef, grass-fed, ground, raw', 'shallots, raw', 'spices, parsley, dried', 'spices, marjoram, dried', 'spices, pepper, black', 'water, bottled, generic']","['In a small airtight plastic bag or container, stir together all the ingredients for the chicken or beef soup mix.', 'To prepare the soup, put the dry mixture in a soup bowl.', 'Pour in the boiling water.', 'Stir.', 'Let stand for 1 to 2 minutes, or until the rice is tender.', 'Experiment with different dried vegetables (often located with the fresh produce in the grocery store) and no-salt-added herb or seasoning combinations.', 'Keep a small bottle of toasted sesame oil handy and pour a few drops into the chicken soup for an Asian flavor (similar to that of egg drop soup).', 'If you begin with new jars of herbs and bouillon granules, these soup mixtures will keep in an airtight container for up to a year.', 'Be sure to keep them in a closed cabinet away from the light.', '(Per serving)', 'Calories: 184', 'Total fat: 1.5g', 'Saturated: 0.0g', 'Trans: 0.0g', 'Polyunsaturated: 0.5g', 'Monounsaturated: 0.5g', 'Cholesterol: 0mg', 'Sodium: 46mg', 'Carbohydrates: 38g', 'Fiber: 3g', 'Sugars: 0g', 'Protein: 5g', 'Calcium: 43mg', 'Potassium: 1,196mg', '1 1/2 starch', '3 vegetable', '(Per serving)', 'Calories: 183', 'Total fat: 1.5g', 'Saturated: 0.0g', 'Trans: 0.0g', 'Polyunsaturated: 0.5g', 'Monounsaturated: 0.5g', 'Cholesterol: 0mg', 'Sodium: 53mg', 'Carbohydrates: 37g', 'Fiber: 3g', 'Sugars: 2g', 'Protein: 5g', 'Calcium: 42mg', 'Potassium: 1,146mg', '1 1/2 starch', '3 vegetable']","[{'fat': 0.2775, 'nrg': 162.5, 'pro': 5.5175, 'sat': 0.0505, 'sod': 4.25, 'sug': 0.0}, {'fat': 51.2, 'nrg': 452.0, 'pro': 0.0, 'sat': 12.788, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.42000000000000004, 'nrg': 7.5, 'pro': 0.49500000000000005, 'sat': 0.10350000000000001, 'sod': 717.0, 'sug': 0.525}, {'fat': 0.014999999999999998, 'nrg': 0.5, 'pro': 0.065, 'sat': 0.0034999999999999996, 'sod': 1.0, 'sug': 0.02}, {'fat': 0.0016666666666666666, 'nrg': 0.6666666666666666, 'pro': 0.018333333333333333, 'sat': 0.0006979166666666667, 'sod': 0.0625, 'sug': 0.070625}, {'fat': 0.00875, 'nrg': 0.375, 'pro': 0.01125, 'sat': 0.003375, 'sod': 0.125, 'sug': 0.0025}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 0.2775, 'nrg': 162.5, 'pro': 5.5175, 'sat': 0.0505, 'sod': 4.25, 'sug': 0.0}, {'fat': 51.2, 'nrg': 452.0, 'pro': 0.0, 'sat': 12.788, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.895078125, 'nrg': 13.921875, 'pro': 1.36546875, 'sat': 0.3751171875, 'sod': 4.78125, 'sug': 0.0}, {'fat': 0.003333333333333333, 'nrg': 2.333333333333333, 'pro': 0.08333333333333333, 'sat': 0.0006666666666666666, 'sod': 0.3333333333333333, 'sug': 0.2633333333333333}, {'fat': 0.014999999999999998, 'nrg': 0.5, 'pro': 0.065, 'sat': 0.0034999999999999996, 'sod': 1.0, 'sug': 0.02}, {'fat': 0.005, 'nrg': 0.25, 'pro': 0.01, 'sat': 0.000375, 'sod': 0.0, 'sug': 0.0025}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 284.2826034699735, 'fat': 23.605170317161807, 'protein': 2.9882802373646675, 'salt': 0.4235246013678163, 'saturates': 5.92202752129259, 'sugars': 0.2050781710288787}","['1/4', '1/4', '1 1/2', '1/2', '1/2', '1/8', '1/8', '1/4', '1/4', '1 1/2', '1', '1/2', '1/8', '1/8', '1']","['cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[43.25, 51.2, 3.0, 0.25, 1.6666666666666665, 0.125, 0.2875, 43.25, 51.2, 7.03125, 3.333333333333333, 0.25, 0.075, 0.2875, 236.8]"
