Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Roasted Asparagus W/ Blue Cheese & Toasted Walnuts,"['asparagus, raw', 'oil, olive, salad or cooking', 'salt, table', 'spices, pepper, black', 'cheese, blue', 'nuts, walnuts, english']","['Preheat oven to 425.', 'Trim and wash asparagus then arrange in a shallow roasting pan.', 'Drizzle olive oil over asparagus and sprinkle with salt and pepper.', 'Toss asparagus to evenly coat.', 'Roast in oven for 10-12 minutes.', 'Remove from oven and immediately sprinkle with blue cheese, then top with walnuts.']","[{'fat': 0.5443104, 'nrg': 90.7184, 'pro': 9.979024, 'sat': 0.1814368, 'sod': 9.07184, 'sug': 8.527529599999998}, {'fat': 20.25, 'nrg': 178.5, 'pro': 0.0, 'sat': 2.7960000000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 988.3908114015774, 'nrg': 12127.494618424264, 'pro': 735.7346735177387, 'sat': 641.5444653146436, 'sod': 39414.35750987886, 'sug': 18.191241927636398}, {'fat': 915.5999999999999, 'nrg': 9180.0, 'pro': 213.84, 'sat': 86.00399999999999, 'sod': 24.0, 'sug': 36.599999999999994}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 399.7794662693264, 'fat': 35.54275207372306, 'protein': 17.771950707699702, 'salt': 3.107483042825565, 'saturates': 13.49116975953812, 'sugars': 1.1712224703705132}","['1', '1 1/2', '12', '14', '14', '12']","['pound', 'tablespoon', 'teaspoon', 'teaspoon', 'cup', 'cup']","[453.592, 20.25, 72.0, 32.199999999999996, 3436.123475220208, 1404.0]"
Apple Cinnamon Raisin Bread (Abm),"['water, bottled, generic', 'oil, olive, salad or cooking', 'molasses', 'salt, table', 'spices, cinnamon, ground', 'wheat flour, white, all-purpose, unenriched', 'oats', 'wheat flours, bread, unenriched', ""leavening agents, yeast, baker's, active dry"", 'apples, raw, with skin', 'raisins, seeded']","['Bake according to manufacturers instructions, adding the apples and raisins during the add-ins cycle or 5 minutes before the final kneading.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.666666666666666, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 4.760000000000001, 'nrg': 13678.0, 'pro': 0.0, 'sat': 0.854, 'sod': 1750.0, 'sug': 3525.34}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.045, 'nrg': 9.0, 'pro': 0.15000000000000002, 'sat': 0.0135, 'sod': 0.0, 'sug': 0.09}, {'fat': 28.29, 'nrg': 10465.0, 'pro': 296.93, 'sat': 4.462, 'sod': 46.0, 'sug': 7.82}, {'fat': 247.48, 'nrg': 13961.0, 'pro': 606.0500000000001, 'sat': 43.677, 'sod': 69.0, 'sug': 0.0}, {'fat': 6.053333333333333, 'nrg': 1320.0, 'pro': 43.76, 'sat': 0.8906666666666667, 'sod': 8.0, 'sug': 1.1199999999999999}, {'fat': 0.75, 'nrg': 32.5, 'pro': 4.05, 'sat': 0.1, 'sod': 5.0, 'sug': 0.0}, {'fat': 7.14, 'nrg': 2210.0, 'pro': 11.22, 'sat': 1.1900000000000002, 'sod': 34.0, 'sug': 441.66}, {'fat': 20.47, 'nrg': 11224.0, 'pro': 95.68, 'sat': 6.762, 'sod': 1058.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 266.7163586100056, 'fat': 1.7803376826304123, 'protein': 5.297817783594648, 'salt': 0.06642889099602019, 'saturates': 0.3182234768556852, 'sugars': 19.912541066801996}","['1 1/3', '3', '14', '1', '1 1/2', '23', '23', '2 2/3', '2 1/2', '34', '23']","['cup', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'cup', 'cup']","[315.73333333333335, 40.5, 4718.0, 6.0, 3.9000000000000004, 2875.0, 3588.0, 365.3333333333333, 10.0, 4250.0, 3795.0]"
Pear Butter,"['pears, raw', 'water, bottled, generic', 'sugars, granulated', 'orange juice, raw', 'spices, nutmeg, ground', 'orange juice, raw']","['Prepare pulp: Wash pears.', 'Core, peel and slice pears.', 'Combine pears and 1/2 cup water in a large saucepot.', 'Simmer until pears are soft, stirring often.', 'Puree, but be careful not to liquify the mixture.', 'Measure about 2 quarts.', 'Making butter: Combine pear pulp and sugar in a large sauce pot, stirring until sugar dissolves.', 'Add remaining ingredients.', 'Cook until thick enough to round up on a spoon.', '(This will take about an hour; the less it cooks, the runnier the butter will be.)', 'As mixture thickens, stir frequently to prevent sticking.', 'Ladle hot butter into hot jars, leaving 1/4-inch headspace.', 'Remove air bubbles.', 'Process for 10 minutes in a canner with the lids.', 'For here in Utah, I processed them for 25 minutes.', 'For step-by-step instructions with pictures, see http://www.mynewoldschool.com/2009/09/23/pear-butter/']","[{'fat': 3.8101728, 'nrg': 1551.2846399999996, 'pro': 9.797587199999999, 'sat': 0.5987414399999998, 'sod': 27.215519999999998, 'sug': 265.35132}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 3072.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 804.4800000000001}, {'fat': 0.010416666666666666, 'nrg': 2.333333333333333, 'pro': 0.03625, 'sat': 0.0012499999999999998, 'sod': 0.041666666666666664, 'sug': 0.4339583333333333}, {'fat': 0.4, 'nrg': 6.0, 'pro': 0.065, 'sat': 0.2855, 'sod': 0.0, 'sug': 0.035}, {'fat': 6.5, 'nrg': 1456.0, 'pro': 22.62, 'sat': 0.78, 'sod': 26.0, 'sug': 270.78999999999996}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 88.52632766801668, 'fat': 0.15589914151606293, 'protein': 0.4728899300121145, 'salt': 0.0020815894206920303, 'saturates': 0.024219627708501695, 'sugars': 19.502176045242393}","['6', '1/2', '4', '1', '1/2', '13']","['pound', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup']","[2721.5519999999997, 118.4, 806.4000000000001, 5.166666666666666, 1.1, 3224.0]"
Crusty French Onion Mini- Sticks,"['water, bottled, generic', 'salt, table', 'sugars, granulated', 'wheat flour, white, all-purpose, unenriched', 'onions, raw', ""leavening agents, yeast, baker's, active dry""]","['Layer ingredients in order givn in a bread machine.', 'Select dough cycle and start.', 'Remove from bread machine and let rest 10 minutes.', 'Divide into 12 equal portions and then shape into long ropes.', 'Let rise for 45 minutes.', 'Bake at 400 degrees for 15 - 20 minutes.', 'To freeze: let cool, pack into a labeled ziploc bag and freeze.', 'To serve remove from bag, cover and let come to room temperature or warm slightly in oven or microwave.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2906.25, 'sug': 0.0}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 8.38}, {'fat': 4.305, 'nrg': 1592.5, 'pro': 45.185, 'sat': 0.679, 'sod': 7.0, 'sug': 1.1900000000000002}, {'fat': 1.92, 'nrg': 768.0, 'pro': 21.12, 'sat': 0.804, 'sod': 72.0, 'sug': 81.36}, {'fat': 0.375, 'nrg': 16.25, 'pro': 2.025, 'sat': 0.05, 'sod': 2.5, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 90.06693090038887, 'fat': 0.24678432545617704, 'protein': 2.554965599760694, 'salt': 0.2802264059228238, 'saturates': 0.05732126832186659, 'sugars': 3.4000149566257853}","['1 1/4', '1 1/4', '2', '3 1/2', '12', '1 1/4']","['cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'teaspoon']","[296.0, 7.499999999999999, 8.4, 437.5, 1920.0, 5.0]"
Fudgy Chocolate Frosting,"['shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'sugars, granulated', 'cocoa, dry powder, unsweetened', 'soymilk, original and vanilla, unfortified', 'vanilla extract', 'salt, table']","['In a 2-3 quart saucepan over medium heat, melt the oil.', 'Stir in the sugar and cocoa powder.', 'Stir in creamer.', 'Heat, stirring almost constantly, until mixture is smooth and hot, but not boiling.', 'Remove from heat and stir in vanilla and salt.', 'Set aside to cool to room temperature, until thick enough to spread.']","[{'fat': 179.20000000000002, 'nrg': 1582.0, 'pro': 0.0, 'sat': 163.60399999999998, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 1536.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 402.24000000000007}, {'fat': 17.669999999999998, 'nrg': 294.0, 'pro': 25.29, 'sat': 10.41, 'sod': 27.0, 'sug': 2.25}, {'fat': 4.25, 'nrg': 131.0, 'pro': 7.95, 'sat': 0.498, 'sod': 124.0, 'sug': 9.7}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'red', 'sugars': 'red'}","{'energy': 338.6296840558413, 'fat': 18.471711976487878, 'protein': 3.0529022777369583, 'salt': 7.508495591476854, 'saturates': 16.027920646583393, 'sugars': 38.62509184423219}","['14', '2', '1 1/2', '1', '12', '14']","['tablespoon', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon']","[179.20000000000002, 403.20000000000005, 129.0, 243.0, 50.400000000000006, 83.99999999999999]"
Best Pizza Dough Recipe,"['wheat flour, white, all-purpose, unenriched', 'water, bottled, generic', ""leavening agents, yeast, baker's, active dry"", 'water, bottled, generic', ""leavening agents, yeast, baker's, active dry""]","['For starter: Combine room temp water, flour and yeast.', 'Let stand at room temp overnight.', 'For dough: Add in water and yeast to starter; mix then add in salt and sufficient flour to make a soft dough.', 'Let rise 1 1/2 to 2 hrs.', 'Healthy pinch off a piece of dough the size of a tennis ball and place in the fridge in a jar.', 'Use as starter.', 'Press rest of dough into pan and add in toppings.', 'Cook on stones in 500 degree oven.', 'Takes about 10 minutes.']","[{'fat': 0.615, 'nrg': 227.5, 'pro': 6.455, 'sat': 0.097, 'sod': 1.0, 'sug': 0.17}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.3, 'nrg': 13.0, 'pro': 1.62, 'sat': 0.04, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 12.0, 'sug': 0.0}, {'fat': 0.3, 'nrg': 13.0, 'pro': 1.62, 'sat': 0.04, 'sod': 2.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 46.590700238926665, 'fat': 0.22330453960668997, 'protein': 1.7818415732402133, 'salt': 0.009648961587943393, 'saturates': 0.03253078478220915, 'sugars': 0.031244256570483367}","['1/2', '1/2', '1', '1 1/2', '1']","['cup', 'cup', 'teaspoon', 'cup', 'teaspoon']","[62.5, 118.4, 4.0, 355.20000000000005, 4.0]"
Maple Glazed Walnuts,"['nuts, walnuts, english', 'syrup, maple, canadian', 'salt, table']","['Preheat a dry skillet over medium high heat.', 'Add all ingredients and cook, stirring frequently, for about 3 minutes or until the walnuts are toasted and the syrup is caramelized.', 'Spread out on waxed paper and allow to cool.', 'For garnishing the cupcakes, place one or two on top of the cupcakes in the center.', 'Alternatively, you could also add some thinly sliced apples, and then top with walnuts.']","[{'fat': 152.6, 'nrg': 1530.0, 'pro': 35.64, 'sat': 14.334, 'sod': 4.0, 'sug': 6.1}, {'fat': 0.0, 'nrg': 11142.857142857143, 'pro': 0.0, 'sat': 0.0, 'sod': 361.1111111111111, 'sug': 2473.095238095238}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 283.57355458788265, 'fat': 3.414646274498661, 'protein': 0.7974966790506701, 'salt': 2.361560810666818, 'saturates': 0.3207440347225675, 'sugars': 55.475588358563066}","['2', '13', '18']","['cup', 'cup', 'teaspoon']","[234.0, 4126.984126984127, 108.0]"
Almond Yoghurt Paste To Fight Sun Tan,"['nuts, almonds', 'yogurt, greek, plain, nonfat']","['Mix both the ingredients in a blender bowl.', 'Cover and process until you get a paste.', 'Keep it on for 15 minutes.', 'Wash off.', 'Pat dry.', 'Relax and enjoy!']","[{'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 250.65721649484533, 'fat': 18.648324742268045, 'protein': 14.228221649484537, 'salt': 0.05747422680412371, 'saturates': 1.475167525773196, 'sugars': 3.648969072164949}","['1', '1']","['cup', 'cup']","[143.0, 245.0]"
Crunchy Chocolate Chip Peanut Butter Snack Bites,"['peanut butter, smooth style, without salt', 'honey', 'oats', 'oil, corn, peanut, and olive', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Mix peanut butter and honey in medium bowl until blended.', 'Stir in remaining ingredients.', 'Refrigerate 30 min.', 'Roll into 20 (1-inch) balls, using about 2 Tbsp.', 'for each.']","[{'fat': 65.76, 'nrg': 764.0, 'pro': 28.44, 'sat': 13.216, 'sod': 20.0, 'sug': 13.44}, {'fat': 0.0, 'nrg': 257.75, 'pro': 0.255, 'sat': 0.0, 'sod': 3.5, 'sug': 69.5975}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 112.0, 'nrg': 992.0, 'pro': 0.0, 'sat': 16.088, 'sod': 0.0, 'sug': 0.0}, {'fat': 23.33625, 'nrg': 408.625, 'pro': 5.83625, 'sat': 14.586250000000001, 'sod': 0.0, 'sug': 46.66375}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 533.1060272767269, 'fat': 37.28222613286406, 'protein': 10.713814342278926, 'salt': 0.011658600967883855, 'saturates': 8.057941047074351, 'sugars': 22.824681038275404}","['1/2', '1/4', '1', '1/2', '1/2']","['cup', 'cup', 'cup', 'cup', 'cup']","[128.0, 84.75, 156.0, 112.0, 87.5]"
Grandma's Shortbread Cookies,"['cornstarch', 'sugars, powdered', 'wheat flour, white, all-purpose, unenriched', 'butter, without salt']","['Sift together corn starch, icing sugar and flour.', 'With wooden spoon (or by hand as I do it), blend in butter until soft, smooth dough forms.', 'Shape into 1 inch (2.5 cm) balls.', 'Place 1 1/2 inches (4 cm) apart on an ungreased cookie sheet, flatten with lightly floured fork.', 'Alternatively, roll dough to 1/4 inch (6 mm); cut into shapes with cookie cutters.', 'Decorate with candied cherries, colored sprinkles or nuts if desired.', 'Bake in 300 Fahrenheit oven for 15-20 minutes or until edges are lightly browned.', 'Cool on wire rack.', 'Tips:.', ""Do not substitute anything for the butter otherwise it's not a genuine shortbread cookie."", 'ETA: Sadielady reminded that I forgot to mention the type of butter.', ""Please forgive the D'oh moment."", 'Please use unsalted butter.', 'I never ever add salt.', 'Any added salt in baked goods is not pleasing to my palate and too much salt is unhealthy but you may want to add a bit.', 'You can ""nuke"" aka microwave the butter to soften it rather than letting it sit out.', ""It saves time and won't alter the taste."", ""Just make sure you don't melt it."", 'If dough is too soft to handle then cover and chill for 30-60 minutes (15 minutes worked for me).', 'To make Crescents:.', 'Add 1/2 cup (125 ml) ground almonds or hazelnuts to flour mixture.', 'Shape into logs about 1/2 inch (1 cm) thick and 3 inches (7 cm) long.', 'Twist into crescent shapes.', 'When baked and cool, dip ends in melted chocolate.']","[{'fat': 0.72, 'nrg': 5856.0, 'pro': 3.96, 'sat': 0.14400000000000002, 'sod': 144.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 5604.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 1408.44}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 6266.88, 'nrg': 55488.0, 'pro': 65.28, 'sat': 3899.9359999999997, 'sod': 1088.0, 'sug': 5.44}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 622.6144950026788, 'fat': 57.90639028986311, 'protein': 0.7588353747529052, 'salt': 0.02905097082894567, 'saturates': 36.02758225720039, 'sugars': 13.063422564614163}","['12', '12', '1', '34']","['cup', 'cup', 'cup', 'cup']","[1536.0, 1440.0, 125.0, 7724.799999999999]"
Mel's Crab Salad,"['crustaceans, crab, alaska king, imitation, made from surimi', 'celery, raw', 'salad dressing, ranch dressing, regular', 'salad dressing, mayonnaise, regular', 'sugars, granulated', 'parsley, fresh']","['Gently mix flaked imitation crab, celery, ranch dressing, mayonnaise, sugar, and parsley in a salad bowl until thoroughly combined.', 'Refrigerate overnight, stirring occasionally.', 'Stir again just before serving.']","[{'fat': 2.0865232, 'nrg': 430.9124, 'pro': 34.5637104, 'sat': 0.97975872, 'sod': 2399.50168, 'sug': 28.3495}, {'fat': 0.085, 'nrg': 8.0, 'pro': 0.35, 'sat': 0.021, 'sod': 40.5, 'sug': 0.675}, {'fat': 53.44, 'nrg': 512.0, 'pro': 1.6, 'sat': 8.36, 'sod': 1080.0, 'sug': 5.6}, {'fat': 55.093333333333334, 'nrg': 501.3333333333333, 'pro': 0.6933333333333334, 'sat': 8.613333333333333, 'sod': 469.3333333333333, 'sug': 0.42666666666666664}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.009791666666666666, 'nrg': 0.4583333333333333, 'pro': 0.03708333333333333, 'sat': 0.0016458333333333333, 'sod': 0.7083333333333333, 'sug': 0.010624999999999999}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 210.90871187739677, 'fat': 15.55981912522381, 'protein': 5.234283719958438, 'salt': 1.4019001501902442, 'saturates': 2.526307355949005, 'sugars': 6.694164457848821}","['1', '1/2', '1/2', '1/3', '1', '1']","['pound', 'cup', 'cup', 'cup', 'tablespoon', 'teaspoon']","[453.592, 50.5, 120.0, 73.6, 12.600000000000001, 1.25]"
Korean Hamburgers,"['beef, grass-fed, ground, raw', 'soy sauce made from soy (tamari)', 'sugars, granulated', 'seeds, sesame seeds, whole, dried', 'oil, olive, salad or cooking', 'onions, spring or scallions (includes tops and bulb), raw', 'spices, garlic powder', 'spices, pepper, black']","['Mix thoroughly.', 'Shape into 4 patties.', 'Grill or fry as usual.', 'To use in once a month cooking or stocking up:.', 'To Freeze: Freeze uncooked in a single layer on plastic wrap, then wrap the stack in aluminum foil.', 'To cook: Grill or fry from frozen until done.']","[{'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 0.08, 'nrg': 44.0, 'pro': 7.56, 'sat': 0.008, 'sod': 4020.0, 'sug': 1.24}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 4.47, 'nrg': 51.5625, 'pro': 1.595625, 'sat': 0.626125, 'sod': 1.0, 'sug': 0.026875}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.035625000000000004, 'nrg': 6.0, 'pro': 0.343125, 'sat': 0.006, 'sod': 3.0, 'sug': 0.436875}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 207.00857587601672, 'fat': 12.61517871048544, 'protein': 16.479630137817377, 'salt': 1.8027883273675906, 'saturates': 4.443142864503818, 'sugars': 4.5019401475492815}","['1', '4', '2', '1', '1', '3', '1', '1']","['pound', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'dash']","[453.592, 72.0, 25.200000000000003, 9.0, 13.5, 18.75, 9.3, 0.2875]"
Carrot and Potato Gratin,"['potatoes, raw, skin', 'carrots, raw', 'salt, table', 'cheese, gruyere', 'soup, chicken broth or bouillon, dry', 'butter, without salt']","['Preheat oven to 375.', 'butter 13x9x2 inch glass baking dish.', 'bring large pot of salted water to boil.', 'Add potatoes and carrots.', 'Cover and cook for 5 minutes.', 'Drain well.', 'Arrange 1/4 cooked vegetables over bottom of dish.', 'Sprinkle with 1/4 tsp salt and generous amount of pepper.', 'Sprinkle 1/4 of cheese over.', 'Repeat layering 3 more times with remaining ingredients.', 'Pour broth over vegetables.', 'Dot top with 1/4 cup butter.', 'Cover and bake until broth is absorbed and vegetables are tender.', 'About 1 hour.', 'Uncover and bake until golden brown.', 'about 10 minutes longer.', 'Let stand 10 minutes before serving.']","[{'fat': 1.020582, 'nrg': 591.93756, 'pro': 26.228957399999995, 'sat': 0.26535132, 'sod': 102.0582, 'sug': 0.0}, {'fat': 1.360776, 'nrg': 232.46589999999998, 'pro': 5.273007000000001, 'sat': 0.2097863, 'sod': 391.2231, 'sug': 26.875326000000005}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 87.52730490975846, 'nrg': 1118.905753485572, 'pro': 80.66949545291139, 'sat': 51.19896165546077, 'sod': 1931.0147681121969, 'sug': 0.9023433495851387}, {'fat': 13.440000000000001, 'nrg': 240.0, 'pro': 15.840000000000002, 'sat': 3.3120000000000003, 'sod': 22944.0, 'sug': 16.8}, {'fat': 2580.48, 'nrg': 22848.0, 'pro': 26.88, 'sat': 1605.856, 'sod': 448.0, 'sug': 2.24}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 486.88862134372897, 'fat': 52.203647298756536, 'protein': 3.012822409827127, 'salt': 1.36845387596098, 'saturates': 32.30534659969753, 'sugars': 0.910659138510634}","['2 1/4', '1 1/4', '1', '1 1/4', '1', '14']","['pound', 'pound', 'teaspoon', 'cup', 'cup', 'cup']","[1020.582, 566.99, 6.0, 270.7030048755416, 96.0, 3180.7999999999997]"
Easy Frozen Peanut Butter Rice Krispie Treat Bars,"['peanut butter, smooth style, without salt', 'sugars, granulated', 'butter, without salt', 'rice, white, long-grain, regular, unenriched, cooked without salt']","['Combine first three ingredients and microwave until it melts', ""Mix it all together and add in enough cereal to make a slightly wet mixture (I don't know if 2 cups is the right amount."", 'I never measured)', 'Press it into a foiled lined 8x8 metal pan.', 'Freeze for at least an hour', 'Cut into four pieces.']","[{'fat': 131.52, 'nrg': 1528.0, 'pro': 56.88, 'sat': 26.432, 'sod': 40.0, 'sug': 26.88}, {'fat': 0.0, 'nrg': 26112.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6838.080000000001}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 0.88, 'nrg': 410.0, 'pro': 8.5, 'sat': 0.244, 'sod': 4.0, 'sug': 0.16}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 379.6492167626188, 'fat': 2.235372874548132, 'protein': 0.8801713750167358, 'salt': 0.001673584147810952, 'saturates': 0.6451064399518006, 'sugars': 91.91524969875485}","['1', '34', '3', '2']","['cup', 'cup', 'tablespoon', 'cup']","[256.0, 6854.400000000001, 42.599999999999994, 316.0]"
Homemade Cake Flour,"['wheat flour, white, all-purpose, unenriched', 'cornstarch']","['Simply place 1 tablespoon corn starch in a measuring cup and fill the remainder with flour.', 'Level and sift.', 'This is a perfect substitution for cake flour!']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 365.0375939849624, 'fat': 0.9276315789473683, 'protein': 9.722274436090226, 'salt': 0.005169172932330827, 'saturates': 0.14642857142857144, 'sugars': 0.2556390977443609}","['1', '1']","['cup', 'tablespoon']","[125.0, 8.0]"
