Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
How to Make Oat Milk,"['oats', 'water, bottled, generic', 'salt, table']","['Add all ingredients to a large clean bowl and soak over night covered with a cloth.', 'Use a blender or stick blender to whiz the ingredients thoroughly (about 2 minutes).', 'Strain the milk through a fine sieve or muslin cloth into a bowl.', 'Store in a clean glass jar in the fridge.', 'Will keep for several days.', 'You can add cinnamon, vanilla, honey, etc.', 'to sweeten it up and give more flavor or leave plain to use for cooking.', 'Enjoy!']","[{'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 52.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 35.79907788180808, 'fat': 0.6345932092392996, 'protein': 1.554045637867616, 'salt': 0.02950032744065964, 'saturates': 0.1119974446417686, 'sugars': 0.0}","['1', '6 1/2', '1']","['cup', 'cup', 'pinch']","[156.0, 1539.2, 0.37439999999999996]"
Pennsylvania Dreamscicle Milk Shake,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sherbet, orange', 'ice creams, vanilla', 'leavening agents, baking soda']","['In a mixing bowl, beat milk, sherbet, ice cream until frothy.', 'Pour into a punch bowl.', 'Stir in soda.', 'Serve immediately.']","[{'fat': 9.48, 'nrg': 408.0, 'pro': 32.88, 'sat': 6.18, 'sod': 428.0, 'sug': 50.76}, {'fat': 11.84, 'nrg': 856.0, 'pro': 6.48, 'sat': 6.864, 'sod': 272.0, 'sug': 144.0}, {'fat': 29.04, 'nrg': 548.0, 'pro': 9.24, 'sat': 17.924, 'sod': 212.0, 'sug': 56.04}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 255427.93440000003, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 65.52740214198518, 'fat': 1.8211699624008684, 'protein': 1.7575230375830462, 'salt': 23.175068938298708, 'saturates': 1.1198965725899541, 'sugars': 9.06968678653967}","['4', '1', '1', '1']","['cup', 'quart', 'pint', 'liter']","[976.0, 592.0, 264.0, 933.25536]"
Easy Baked Salmon,"['fish, salmon, atlantic, wild, raw', 'soy sauce made from soy (tamari)', 'lemon juice, raw', 'spices, ginger, ground', 'spices, cinnamon, ground', 'spices, pepper, black']","['Preheat oven to 325 degrees.', 'Mix together soy sauce, lemon juice, and spices.', 'Place salmon in a shallow baking dish, and pour liquid mixture over the filets.', 'Bake about 25 minutes or until salmon is flaky.']","[{'fat': 21.568299599999996, 'nrg': 483.0754799999999, 'pro': 67.4944896, 'sat': 3.3373031399999995, 'sod': 149.68535999999997, 'sug': 0.0}, {'fat': 4.48, 'nrg': 2464.0, 'pro': 423.35999999999996, 'sat': 0.448, 'sod': 225120.0, 'sug': 69.44}, {'fat': 0.012291666666666666, 'nrg': 1.125, 'pro': 0.017708333333333333, 'sat': 0.0020416666666666665, 'sod': 0.041666666666666664, 'sug': 0.128125}, {'fat': 0.9600000000000001, 'nrg': 72.0, 'pro': 1.9200000000000002, 'sat': 0.5640000000000001, 'sod': 0.0, 'sug': 0.72}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 1.2600000000000002, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 71.75412121132699, 'fat': 0.6411136905705066, 'protein': 11.135763442708106, 'salt': 12.58018560715269, 'saturates': 0.11288159566559487, 'sugars': 1.5928806051988562}","['12', '14', '1', '12', '14', '18']","['ounce', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[340.19399999999996, 4032.0, 5.083333333333333, 21.6, 36.4, 41.4]"
Asparagus Salad,"['asparagus, raw', 'marketside, balsamic vinaigrette dressing, upc: 681131070317']","['Bring about 1/2 inch water to boil in large skillet.', 'Add asparagus; cover.', 'Simmer 3 to 5 min.', 'or until asparagus is crisp-tender.', 'Remove from heat; drain and rise under cold water.', 'Drain well on paper towels.', 'Place on serving plate; drizzle with dressing.', 'Cover.', 'Refrigerate at least 1 hour before serving.']","[{'fat': 0.5443104, 'nrg': 90.7184, 'pro': 9.979024, 'sat': 0.1814368, 'sod': 9.07184, 'sug': 8.527529599999998}, {'fat': 40.0, 'nrg': 440.0, 'pro': 0.0, 'sat': 6.0, 'sod': 600.0, 'sug': 16.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 92.52541876455739, 'fat': 7.0684930054812485, 'protein': 1.7397425347633861, 'salt': 0.2654638837361748, 'saturates': 1.0776713761698211, 'sugars': 4.276128258413646}","['1', '1/2']","['pound', 'cup']","[453.592, 120.0]"
Fresh Homemade Yuba (Tofu Skin),"['margarine, regular, hard, soybean (hydrogenated)', 'water, bottled, generic', 'water, bottled, generic', 'water, bottled, generic']","['Wash soy beans and soak in plenty of water for at least 8 hours or overnight.', 'Boil 7 1/2 C water in a large non-stick pot.', 'Let the water come to a boil then turn down heat to simmer.', 'Divide drained beans in 2 equal portions.', 'Using a blender, blend one portion of beans with 2 C hot water until very smooth and pour this into the non-stick pot containing 7 1/2 C boiling water.', 'Repeat with remaining beans and 2 C hot water.', 'Place a colander over a large bowl (I usually have two bowls ready for this to pour the extra soy milk if the first one gets too full).', 'Colander should be lined with cheese cloth (may have to double line if thin) or preferably cotton straining bag.', 'Carefully ladle the hot mixture into the cheesecloth.', ""Be careful, it's very hot."", 'Wear rubber gloves.', 'Once all the mixture is ladled in, twist cheese cloth closed and with a canning jar extract soy milk by pressing down.', 'Make sure the cheese cloth is always closed to prevent grated soy beans or okara from falling into soy milk.', 'Pick up the twisted cheese cloth and continue to knead it to extract the milk.', 'Now you have soy milk in the bowl and okara left in the cheese cloth.', 'Use okara for other uses.', 'Pour the soy milk into a wide non-stick pot and heat the soy milk to 175F or 79.5 C slowly.', 'Once you reach the temperature, it takes about 7 minutes for yuba to form.', 'Dont rush it.', 'Trim film away from the pot using a small knife and with your fingertips lift up one edge of yuba and insert a long chopstick underneath to lift up.', 'Drain over the pot for a few seconds.', 'Repeat until soy milk is all used up.', 'Whats left in the pot is red film known as amayuba.', 'Scrape this off too with spatula.', 'Roll each yuba into rolls.', 'Variation: Half formed yuba takes 4 to 5 minutes steaming before the yuba has had the chance to attach to the sides of pot instead of 7 minutes steaming .', 'Using your fingertips or chopstick lift the yuba (very delicate) and serve immediately.']","[{'fat': 272.16, 'nrg': 2448.0, 'pro': 2.88, 'sat': 56.52, 'sod': 3168.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 60.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 79.9581917951398, 'fat': 8.889469558400839, 'protein': 0.09406846093545858, 'salt': 0.266200679383329, 'saturates': 1.846093545858375, 'sugars': 0.0}","['1 1/2', '7 1/2', '2', '2']","['cup', 'cup', 'cup', 'cup']","[338.40000000000003, 1776.0, 473.6, 473.6]"
South African Peppermint Crisp Tart,"[""martha white foods, martha white's buttermilk biscuit mix, dry"", 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'cream, whipped, cream topping, pressurized', 'candies, caramels']","['Arrange the biscuits in a tart dish making sure to cover entire bottom.', 'Whip the cream until stiff and then add in the caramel and 75 grams of the grated chocolate.', 'Pour half of the mixture over the biscuits.', 'Arrange another layer of biscuits on top then the caramel cream mixture.', 'Decorate with grated peppermint crisp.', 'Allow to set in the fridge for 1 hour or more.']","[{'fat': 26.46, 'nrg': 776.0, 'pro': 15.620000000000001, 'sat': 8.14, 'sod': 2590.0, 'sug': 8.92}, {'fat': 40.004999999999995, 'nrg': 700.5, 'pro': 10.004999999999999, 'sat': 25.005000000000003, 'sod': 0.0, 'sug': 79.995}, {'fat': 26.66, 'nrg': 308.0, 'pro': 3.84, 'sat': 16.598, 'sod': 10.0, 'sug': 9.6}, {'fat': 31.995, 'nrg': 1508.8999999999999, 'pro': 18.169999999999998, 'sat': 9.7802, 'sod': 967.7500000000001, 'sug': 258.725}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 380.7398843930635, 'fat': 14.464739884393063, 'protein': 5.5069364161849705, 'salt': 1.0311416184971096, 'saturates': 6.881294797687862, 'sugars': 41.299421965317926}","['200', '150', '2', '395']","['g', 'g', 'cup', 'g']","[200.0, 150.0, 120.0, 395.0]"
Dill & Garlic Potato Salad,"['water, bottled, generic', 'potatoes, raw, skin', 'salad dressing, mayonnaise, regular', 'water, bottled, generic', 'lemon juice, raw', 'spices, garlic powder', 'salt, table', 'spices, pepper, black', 'dill weed, fresh']","['Wash and cut the potatoes into 1"" cubes.', 'Rinse the potatoes.', 'Carefully place the potatoes into the boiling water and cook at a low boil for 12 minutes, until tender.', 'Drain well and spread on a tray to cool at room temperature.', 'Combine all the other ingredients well in a bowl that is large enough to hold the potatoes as well.', 'When the potatoes are cool, mix into the dressing and combine well.', 'Label with the date made, cover and refrigerate the salad for at least 4 hours up to 3 days.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 67.6272, 'sug': 0.0}, {'fat': 0.453592, 'nrg': 263.08335999999997, 'pro': 11.657314399999999, 'sat': 0.11793391999999998, 'sod': 45.3592, 'sug': 0.0}, {'fat': 123.96000000000001, 'nrg': 1128.0, 'pro': 1.56, 'sat': 19.38, 'sod': 1056.0, 'sug': 0.96}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.5, 'sug': 0.0}, {'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006125, 'sod': 0.125, 'sug': 0.384375}, {'fat': 0.04, 'nrg': 20.0, 'pro': 1.02, 'sat': 0.016, 'sod': 4.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.037500000000000006, 'nrg': 1.5, 'pro': 0.11624999999999999, 'sat': 0.001875, 'sod': 1.875, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 53.678359829504494, 'fat': 4.491499226748918, 'protein': 0.6358088144475179, 'salt': 2.6013690465995563, 'saturates': 0.7146553713192324, 'sugars': 0.05884653554292098}","['2', '1', '6', '3', '1', '2', '12', '14', '3']","['liter', 'pound', 'fl. oz', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'fl. oz']","[2001.7651200000003, 453.592, 165.60000000000002, 44.400000000000006, 15.25, 6.2, 72.0, 32.199999999999996, 3.3375000000000004]"
Salty Dog,"['alcoholic beverage, distilled, vodka, 80 proof', 'grapefruit juice, white, raw', 'salt, table']","['In a shaker, add Smirnoff No.21 Vodka and grapefruit juice.', 'Stir and serve over ice in salt-rimmed glass.']","[{'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}, {'fat': 0.0283495, 'nrg': 11.056305, 'pro': 0.1417475, 'sat': 0.00396893, 'sod': 0.283495, 'sug': 2.5798045}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 122.08113367039346, 'fat': 0.045215234692738325, 'protein': 0.2260761734636916, 'salt': 9.272743544554139, 'saturates': 0.006330132856983365, 'sugars': 4.114586357039187}","['1', '1', '1']","['ounce', 'ounce', 'teaspoon']","[28.3495, 28.3495, 6.0]"
Coconut Hot Chocolate Recipe,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Combine coconut milk and milk in a small saucepan over medium heat and cook until simmering, about 4 minutes.', 'Add chocolate and whisk until completely melted and well incorporated, about 2 minutes.', 'Serve immediately.']","[{'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725, 'sod': 53.5, 'sug': 6.345}, {'fat': 1.37495075, 'nrg': 59.53395, 'pro': 4.776890750000001, 'sat': 0.897261675, 'sod': 62.368900000000004, 'sug': 7.370870000000001}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 41.87556627068225, 'fat': 0.9708295581954516, 'protein': 3.3692741365789804, 'salt': 0.10976668675752921, 'saturates': 0.6331244337293177, 'sugars': 5.200518473872157}","['1/2', '1/2', '5']","['cup', 'cup', 'ounce']","[122.0, 122.0, 141.7475]"
Almond Milk Recipe,"['water, bottled, generic', 'nuts, almonds', 'raisins, seeded', 'sweetener, syrup, agave']","['Put all ingredients in a blender, and blend at high speed for 2 min.', 'Serve over granola or possibly cereal.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 29.34026805361072, 'sug': 0.0}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.11125, 'nrg': 61.0, 'pro': 0.52, 'sat': 0.03675, 'sod': 5.75, 'sug': 0.0}, {'fat': 0.09, 'nrg': 63.0, 'pro': 0.030000000000000002, 'sat': 0.0, 'sod': 0.0, 'sug': 14.070000000000002}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 90.4257952227436, 'fat': 6.801050388857637, 'protein': 2.924590582886844, 'salt': 0.008570092406905799, 'saturates': 0.5199245762610218, 'sugars': 1.9272472532242308}","['1', '1', '2', '1']","['quart', 'cup', 'tablespoon', 'tablespoon']","[868.4719343868774, 143.0, 20.625, 20.700000000000003]"
Peanut Butter Balls,"['peanut butter, smooth style, without salt', 'honey', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'oats', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt']","['Mix together the first four ingredients and 1/4 cup of the rice cereal.', 'Shape into 1-inch balls.', 'Place remaining rice cereal in zip-top plastic bag and use a rolling pin to crush to fine.', 'Place balls in plastic bag and shake the cereal coating mix all over each.', 'Makes approximately 18 balls that should be stored in air tight container in the refrigerator.']","[{'fat': 1841.2800000000002, 'nrg': 21392.0, 'pro': 796.32, 'sat': 370.048, 'sod': 560.0, 'sug': 376.32}, {'fat': 0.0, 'nrg': 14434.0, 'pro': 14.280000000000001, 'sat': 0.0, 'sod': 196.0, 'sug': 3897.46}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}, {'fat': 150.64, 'nrg': 8498.0, 'pro': 368.90000000000003, 'sat': 26.586, 'sod': 42.0, 'sug': 0.0}, {'fat': 121.04, 'nrg': 5644.0, 'pro': 201.96, 'sat': 24.65, 'sod': 306.0, 'sug': 21.42}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 239.23731189830826, 'fat': 10.00747733433031, 'protein': 6.917001588933545, 'salt': 0.02789980371997383, 'saturates': 2.055444434059258, 'sugars': 20.784559304607907}","['14', '14', '12', '14', '34']","['cup', 'cup', 'cup', 'cup', 'cup']","[3584.0, 4746.0, 2928.0, 2184.0, 7956.0]"
Mango Papaya Smoothie,"['mango nectar, canned', 'papayas, raw', 'soymilk, original and vanilla, unfortified', 'water, bottled, generic']","['If you like a sweeter smoothie feel free to add your favorite no calorie sweetner.', ""I like 'stevia plus'."", 'put all of the ingredients in a blender and blend until smooth.', 'Then enjoy!', 'This smoothie has 155 calories.']","[{'fat': 1.7999999999999998, 'nrg': 1536.0, 'pro': 3.3600000000000003, 'sat': 0.42000000000000004, 'sod': 156.0, 'sug': 375.0}, {'fat': 4.5600000000000005, 'nrg': 744.0, 'pro': 8.16, 'sat': 1.4040000000000001, 'sod': 144.0, 'sug': 136.07999999999998}, {'fat': 4.25, 'nrg': 131.0, 'pro': 7.95, 'sat': 0.498, 'sod': 124.0, 'sug': 9.7}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 112.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 29.01253880773026, 'fat': 0.12767442420158356, 'protein': 0.2342903901229814, 'salt': 0.016124762340256553, 'saturates': 0.027941565786623667, 'sugars': 6.266756516088662}","['12', '12', '1', '14']","['cup', 'cup', 'cup', 'cup']","[3012.0, 1740.0, 243.0, 3315.2000000000003]"
Balsamic Basting Sauce Recipe,"['honey', 'spices, ginger, ground', 'rice vinegar, upc: 4979435030332', 'vinegar, balsamic', 'soy sauce made from soy (tamari)']","['Place honey, ginger, vinegars and soy sauce in tightly lidded jar; shake well to combine.', 'Yield: About 1 c..', 'NOTES : Balsamic vinegar makes a delicious marinade for grilled eggplant or possibly zucchini.', 'Just a splash mixed with oil and seasonings can add in rich flavor as a basting sauce.', 'It stores for up to 2 months in the refrigerator.']","[{'fat': 0.0, 'nrg': 128.875, 'pro': 0.1275, 'sat': 0.0, 'sod': 1.75, 'sug': 34.79875}, {'fat': 0.24000000000000002, 'nrg': 18.0, 'pro': 0.48000000000000004, 'sat': 0.14100000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 0.0, 'nrg': 120.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2840.0, 'sug': 32.0}, {'fat': 0.0, 'nrg': 56.0, 'pro': 0.32, 'sat': 0.0, 'sod': 16.0, 'sug': 9.56}, {'fat': 0.08, 'nrg': 44.0, 'pro': 7.56, 'sat': 0.008, 'sod': 4020.0, 'sug': 1.24}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 150.49738488360168, 'fat': 0.1312685878371449, 'protein': 3.4816941852117727, 'salt': 7.053379140600964, 'saturates': 0.061121936211670606, 'sugars': 31.905958363244793}","['2', '1', '1/4', '1/4', '1/4']","['tablespoon', 'tablespoon', 'cup', 'cup', 'cup']","[42.375, 5.4, 60.0, 64.0, 72.0]"
Turtle Cookie Bars,"['wheat flour, white, all-purpose, unenriched', 'sugars, brown', 'butter, without salt', 'nuts, pecans', 'salt, table', 'butter, without salt', 'sugars, brown', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'nuts, pecans']","['In the bowl of an electric mixer, combine the flour, brown sugar, and butter.', 'Mix on medium speed until well combined.', 'Firmly press the mixture into the bottom of an ungreased 9 x 13 pan.', 'For the pecan layer, in a small bowl, mix the pecan halves and salt together.', 'Layer the pecan halves over the crust.', 'In a medium pan, cook the butter and brown sugar over medium high heat, until boiling.', 'Cook for 3 minutes, then remove from heat.', 'Pour the mixture evenly over the pecan halves.', 'Place the pan in a 350F oven, and cook for 15 minutes, or until golden and bubbly.', 'Remove from the oven and sprinkle the chocolate chips over the pecans.', 'Allow the chips to soften for a few minutes, then gently swirl the chocolate over the pecans.', 'Sprinkle with finely chopped pecans, and let cool for two hours.', 'Cut into bars, serve, and enjoy!']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 78.45, 'nrg': 753.0, 'pro': 10.0, 'sat': 6.736, 'sod': 0.0, 'sug': 4.33}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4650.0, 'sug': 0.0}, {'fat': 4239.36, 'nrg': 37536.0, 'pro': 44.16, 'sat': 2638.192, 'sod': 736.0, 'sug': 3.68}, {'fat': 0.0, 'nrg': 264.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 69.84}, {'fat': 46.6725, 'nrg': 817.25, 'pro': 11.6725, 'sat': 29.172500000000003, 'sod': 0.0, 'sug': 93.3275}, {'fat': 19.6125, 'nrg': 188.25, 'pro': 2.5, 'sat': 1.684, 'sod': 0.0, 'sug': 1.0825}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 682.2687629008967, 'fat': 73.08071372043501, 'protein': 1.5519829646974357, 'salt': 0.2234659661088856, 'saturates': 44.60384762868263, 'sugars': 5.102432099470503}","['2', '1', '1/2', '1', '2', '23', '1/2', '1', '1/4']","['cup', 'cup', 'cup', 'cup', 'teaspoon', 'cup', 'cup', 'cup', 'cup']","[250.0, 144.0, 113.6, 109.0, 12.0, 5225.599999999999, 72.0, 175.0, 27.25]"
Southern Style Fried Chicken,"['wheat flour, white, all-purpose, unenriched', 'cornstarch', 'spices, pepper, black', 'spices, paprika', 'spices, pepper, red or cayenne', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'water, bottled, generic']","['Brine chicken for at least 1 hour before cooking', 'In large bowl mix dry ingredients.', 'Whisk together.', 'Add water and whisk until smooth.', 'Cover with plastic wrap and refrigerate at least one hour.', 'Remove chicken from brine and discard water.', 'Pat chicken dry.', ""Whisk batter to ensure it's evenly distributed."", 'In a dutch oven place 3 quarts of oil and heat to 350F.', 'Place chicken in batter mixture.', 'Remove and allow excess to drip off.', 'Place in hot oil carefully and cook for 13-15 minutes.', 'Cook batches of white and dark meat together.', ""After 4 min move chicken to be sure it's not sticking together or to bottom the of pan."", 'Once chicken is golden brown or time is reached remove and check and see if chicken is done.', 'Use an onstage read meat thermometer to check internal temperature of chicken (at least 160 for white meat and 175 for dark) being sure not to hit the bone.', 'If internal temperature is good place chicken in a 200F oven to keep warm until all batches are done.', 'Reheat oil for next batch']","[{'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.06, 'nrg': 488.0, 'pro': 0.33, 'sat': 0.012, 'sod': 12.0, 'sug': 0.0}, {'fat': 0.35000000000000003, 'nrg': 30.0, 'pro': 1.2, 'sat': 0.16, 'sod': 0.0, 'sug': 0.05}, {'fat': 0.3, 'nrg': 6.0, 'pro': 0.33, 'sat': 0.048999999999999995, 'sod': 2.0, 'sug': 0.23999999999999996}, {'fat': 0.155, 'nrg': 3.0, 'pro': 0.11, 'sat': 0.0295, 'sod': 0.5, 'sug': 0.09499999999999999}, {'fat': 0.0, 'nrg': 4.0, 'pro': 0.0, 'sat': 0.0, 'sod': 976.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 14.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 142.62982786055258, 'fat': 0.30305222045421676, 'protein': 2.1524663677130045, 'salt': 0.36398813829017795, 'saturates': 0.06429914653551282, 'sugars': 0.1048748734268769}","['1', '1', '5', '1', '1/2', '2', '1 3/4']","['cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup']","[125.0, 128.0, 11.499999999999998, 2.3, 0.9, 9.2, 414.40000000000003]"
Lentil Rice Lunch,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'lentils, raw', 'lentils, raw', 'salt, table', 'sauce, peppers, hot, chili, mature red, canned', 'water, bottled, generic', 'oil, olive, salad or cooking']",['put all ingredients in a rice cooker and cook till done.'],"[{'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 24.48, 'nrg': 8112.0, 'pro': 567.48, 'sat': 3.5519999999999996, 'sod': 144.0, 'sug': 46.8}, {'fat': 24.48, 'nrg': 8112.0, 'pro': 567.48, 'sat': 3.5519999999999996, 'sod': 144.0, 'sug': 46.8}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 83700.0, 'sug': 0.0}, {'fat': 0.03, 'nrg': 1.0, 'pro': 0.04666666666666667, 'sat': 0.004, 'sod': 1.3333333333333333, 'sug': 0.12666666666666665}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 0.0}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 257.7203992960927, 'fat': 0.9800196221948828, 'protein': 17.74183836087189, 'salt': 3.2718971755459694, 'saturates': 0.14162241290704372, 'sugars': 1.4608672179569036}","['1', '12', '12', '12', '1', '6', '1']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'tablespoon']","[158.0, 2304.0, 2304.0, 216.0, 5.0, 1420.8000000000002, 13.5]"
Blue Cheese and Chive Butter (Cook's Illustrated),"['butter, without salt', 'cheese, blue', 'salt, table', 'chives, raw']",['Combine all ingredients in a medium bowl.'],"[{'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 12.221469449999999, 'nrg': 150.11060249999997, 'pro': 9.100189499999999, 'sat': 7.938852232499999, 'sod': 487.327905, 'sug': 0.21262124999999998}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.04, 'nrg': 2.0, 'pro': 0.2, 'sat': 0.008, 'sod': 0.0, 'sug': 0.12}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 230.06268824615788, 'fat': 23.513695318375337, 'protein': 4.85133754427198, 'salt': 53.161942738014076, 'saturates': 14.791695251833966, 'sugars': 0.18210803053872143}","['3', '1 1/2', '18', '2']","['tablespoon', 'ounce', 'teaspoon', 'tablespoon']","[42.599999999999994, 42.524249999999995, 108.0, 6.0]"
