Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Simple Vanilla Ice Milk,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'vanilla extract']","['Combine milk, sugar, and vanilla in a medium bowl.', 'Stir till sugar is dissolved.', 'If using Ice Cream Machine: Add milk mixture to an ice cream machine and process 20 minutes or until mixture thickens.', 'Pour into tupperware and freeze 8 hours or overnight.', 'Consistency may improve by stirring every 4 hours or so until fully frozen.', 'If not using Ice Cream Machine: Pour into shallow freezer-proof dish and put in freezer.', 'Stir every 2-4 hours once crystals form.', 'Follow above directions for freezing.']","[{'fat': 9.48, 'nrg': 408.0, 'pro': 32.88, 'sat': 6.18, 'sod': 428.0, 'sug': 50.76}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 100.52462345574548, 'fat': 0.8021661871721104, 'protein': 2.7821966491792183, 'salt': 0.09053985445929938, 'saturates': 0.5229311220172619, 'sugars': 21.358097816889494}","['4', '1', '1']","['cup', 'cup', 'teaspoon']","[976.0, 201.60000000000002, 4.2]"
Ice Cream Bread,"['ice creams, vanilla', 'wheat flour, white, all-purpose, unenriched']","['Stir together ice cream and flour, stirring just until flour is moistened.', 'Spoon batter into a greased and floured 8x4 inches loaf pan.', 'Bake at 350F for 40-45 minutes or until a toothpick inserted in center of bread comes out clean.', 'Remove from pan, and cool on wire rack.']","[{'fat': 29.04, 'nrg': 548.0, 'pro': 9.24, 'sat': 17.924, 'sod': 212.0, 'sug': 56.04}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 272.5359911406423, 'fat': 6.840531561461793, 'protein': 6.335548172757475, 'salt': 0.11904761904761905, 'saturates': 4.034330011074197, 'sugars': 12.524916943521594}","['1', '1 1/2']","['pint', 'cup']","[264.0, 187.5]"
Crunchy Mix Recipe,"['cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt', ""cereals ready-to-eat, quaker, mother's toasted oat bran cereal"", 'snacks, popcorn, air-popped (unsalted)', 'butter, without salt', 'spices, cinnamon, ground']","[""In 4 qt glass mixing bowl, combine Corn Pops cereal, Cracklin' Oat Bran cereal and popped popcorn."", 'Gradually pour butter over cereal mix, stirring to coat proportionately.', 'Place in microwave oven and cook on high 1 minute.', 'With warm pads, carefully remove from microwave oven and sprinkle with cinnamon, stirring with rubber spatula.', 'Return to microwave oven and cook on high 1 minute longer.', 'Remove from microwave oven.', '1 c. sm.', 'gum drops', 'Stir in raisins and gum drops.', 'Spread cereal mix on paper towels to cold.', 'Store in air-tight glass storage dish.', 'Makes 8 c..', 'Per serving, 1 c.: 230 calories.']","[{'fat': 10.68, 'nrg': 498.0, 'pro': 17.82, 'sat': 2.175, 'sod': 27.0, 'sug': 1.8900000000000001}, {'fat': 4.293333333333334, 'nrg': 317.3333333333333, 'pro': 9.76, 'sat': 0.7599999999999999, 'sod': 557.3333333333334, 'sug': 13.280000000000001}, {'fat': 0.68, 'nrg': 62.0, 'pro': 1.92, 'sat': 0.092, 'sod': 0.0, 'sug': 0.0}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 0.007499999999999999, 'nrg': 1.5, 'pro': 0.025, 'sat': 0.00225, 'sod': 0.0, 'sug': 0.014999999999999998}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 119.8794076307266, 'fat': 3.3220956998227775, 'protein': 3.6232710680165403, 'salt': 0.17915707563504513, 'saturates': 1.2464504695361673, 'sugars': 1.8571632274755046}","['3', '2', '2', '1', '1/4']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon']","[702.0, 85.33333333333333, 16.0, 14.2, 0.65]"
Swedish Limpa Bread (ABM),"['alcoholic beverage, beer, regular, all', 'oil, olive, salad or cooking', 'honey', 'sugars, granulated', 'wheat flours, bread, unenriched', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'spices, caraway seed', 'spices, anise seed', 'spices, cardamom', 'orange juice, raw', ""leavening agents, yeast, baker's, active dry""]","['Place all ingredients in your bread machine in order recommended by manufacturer.', 'Use regular (or medium) crust setting.', 'Alternately, use the machine through the first rise and remove dough from machine.', 'Place on a floured surface and shape to fit a loaf pan, or into a round or oblong for free-form loaf.', 'Cover and let rise for 1 hour.', 'Bake in 375F oven for 40-45 minutes.']","[{'fat': 0.0, 'nrg': 117.0, 'pro': 1.2600000000000002, 'sat': 0.0, 'sod': 9.0, 'sug': 0.0}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 64.4375, 'pro': 0.06375, 'sat': 0.0, 'sod': 0.875, 'sug': 17.399375}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 5.675, 'nrg': 1237.5, 'pro': 41.025, 'sat': 0.8350000000000001, 'sod': 7.5, 'sug': 1.05}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.31, 'nrg': 6.999999999999999, 'pro': 0.42, 'sat': 0.013, 'sod': 0.0, 'sug': 0.01}, {'fat': 3.9600000000000004, 'nrg': 84.0, 'pro': 4.44, 'sat': 0.14400000000000002, 'sod': 0.0, 'sug': 0.0}, {'fat': 1.56, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.168, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0625, 'nrg': 14.0, 'pro': 0.2175, 'sat': 0.0075, 'sod': 0.25, 'sug': 2.60375}, {'fat': 0.45, 'nrg': 19.5, 'pro': 2.43, 'sat': 0.060000000000000005, 'sod': 3.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 254.08632036751678, 'fat': 3.0815535938017535, 'protein': 7.535390774636731, 'salt': 0.6761690116505134, 'saturates': 0.37851927591123147, 'sugars': 2.9485591670386957}","['1 1/8', '1', '1', '1', '2 1/2', '1', '1', '1', '12', '12', '2', '1 1/2']","['cup', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'teaspoon']","[267.3, 13.5, 21.1875, 4.2, 342.5, 125.0, 6.0, 2.1, 25.200000000000003, 24.0, 31.0, 6.0]"
Bomba Colada,"['alcoholic beverage, distilled, rum, 80 proof', 'pineapple juice, canned or bottled, unsweetened, without added ascorbic acid', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Bleand all ingredients with ice.', 'Dip rim of glass in strawberry puree and top with shredded coconut.', 'Serve in a 16-oz glass.', 'Top frozen drink with a float of 1/2-oz dark rum.']","[{'fat': 0.0, 'nrg': 98.2310175, 'pro': 0.0, 'sat': 0.0, 'sod': 0.42524249999999997, 'sug': 0.0}, {'fat': 0.0680388, 'nrg': 30.05047, 'pro': 0.20411639999999998, 'sat': 0.004535920000000001, 'sod': 1.13398, 'sug': 5.6585602}, {'fat': 28.3495, 'nrg': 250.60958, 'pro': 0.0, 'sat': 25.883093499999998, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.5499803, 'nrg': 23.813579999999998, 'pro': 1.9107563, 'sat': 0.35890467, 'sod': 24.94756, 'sug': 2.948348}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 218.53846153846152, 'fat': 15.72, 'protein': 1.1476923076923078, 'salt': 0.035961538461538455, 'saturates': 14.243384615384613, 'sugars': 4.67076923076923}","['1 1/2', '2', '1', '2']","['ounce', 'ounce', 'ounce', 'ounce']","[42.524249999999995, 56.699, 28.3495, 56.699]"
Campers Candy,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'peanut butter, smooth style, without salt', 'rice, white, long-grain, regular, unenriched, cooked without salt']","['In a pan over low heat melt chocolate chips and peanut butter.', 'Mix together.', 'Remove from heat and add rice Krispies.', 'Make sure to coat rice krispies.', 'Spread into greased pan and refrigerate until firm.']","[{'fat': 46.6725, 'nrg': 817.25, 'pro': 11.6725, 'sat': 29.172500000000003, 'sod': 0.0, 'sug': 93.3275}, {'fat': 24.660000000000004, 'nrg': 286.5, 'pro': 10.665000000000001, 'sat': 4.9559999999999995, 'sod': 7.5, 'sug': 5.04}, {'fat': 1.32, 'nrg': 615.0, 'pro': 12.75, 'sat': 0.366, 'sod': 6.0, 'sug': 0.24}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 246.5925394548063, 'fat': 10.423601147776186, 'protein': 5.034074605451937, 'salt': 0.0048421807747489245, 'saturates': 4.9489956958393115, 'sugars': 14.147417503586802}","['1', '3', '3']","['cup', 'tablespoon', 'cup']","[175.0, 48.0, 474.0]"
Easy Eggnog,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'vanilla extract', 'sugars, granulated', 'vanilla extract', 'spices, cinnamon, ground', 'spices, nutmeg, ground']","['In a large bowl, whisk 3/4 cup milk and pudding mix until smooth.', 'Whisk in the sugar, vanilla, spices.', 'Stir in the remaining milk.', 'Refrigerate.']","[{'fat': 455.04, 'nrg': 19584.0, 'pro': 1578.2400000000002, 'sat': 296.64, 'sod': 20544.0, 'sug': 2436.48}, {'fat': 0.05953394999999999, 'nrg': 285.76295999999996, 'pro': 0.05953394999999999, 'sat': 0.009922325, 'sod': 8.930092499999999, 'sug': 12.551741125}, {'fat': 0.0, 'nrg': 10752.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2815.6800000000003}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 9.600000000000001, 'nrg': 144.0, 'pro': 1.56, 'sat': 6.851999999999999, 'sod': 0.0, 'sug': 0.8400000000000001}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 61.92711347299142, 'fat': 0.9331869526684409, 'protein': 3.1725489335582857, 'salt': 0.10310360717972959, 'saturates': 0.6092226855515446, 'sugars': 10.569410790152004}","['12', '3 1/2', '14', '2', '12', '12']","['gallon', 'ounce', 'cup', 'teaspoon', 'teaspoon', 'teaspoon']","[46848.0, 99.22325, 2822.4000000000005, 8.4, 31.200000000000003, 26.400000000000002]"
Cookie Brittle,"['butter, without salt', 'sugars, granulated', 'salt, table', 'vanilla extract', 'wheat flour, white, all-purpose, unenriched', 'nuts, pecans', 'candies, semisweet chocolate']","['Preheat oven to 375 degrees.', 'Add the butter and sugar to large bowl and, with the electric beaters, blend the two.', 'Blend in salt and vanilla and then slowly blend in the flour.', 'Blend in the nuts and chocolate.', 'Press dough into rimmed baking sheet that has been sprayed with cooking spray.', 'Place sheet on center rack of oven and bake 15-20 minutes, or until evenly browned.', 'You may turn tray halfway through.', 'Remove sheet and let cool to room temperature.', 'At this point brittle can be broken into chunks.']","[{'fat': 368.64, 'nrg': 3264.0, 'pro': 3.84, 'sat': 229.408, 'sod': 64.0, 'sug': 0.32}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}, {'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 98.0625, 'nrg': 941.25, 'pro': 12.5, 'sat': 8.42, 'sod': 0.0, 'sug': 5.4125}, {'fat': 68.25, 'nrg': 1092.5, 'pro': 9.549999999999999, 'sat': 40.38125, 'sod': 25.0, 'sug': 123.9875}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 529.0245892914168, 'fat': 38.224638966753, 'protein': 4.585743178511869, 'salt': 0.429336834261789, 'saturates': 19.784355817336692, 'sugars': 23.62558989461732}","['2', '1', '1', '2', '3', '1 1/4', '1 1/4']","['cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup']","[454.4, 201.60000000000002, 6.0, 8.4, 375.0, 136.25, 227.5]"
Low Calorie Creamy Herb Dressing,"['yogurt, greek, plain, nonfat', 'vinegar, balsamic', 'spices, oregano, dried', 'mustard, prepared, yellow', 'sugars, granulated']","['In a pyrex bowl mix the yogurt, vinegar, mustard& sugar.', 'If you want to make it ahead you can cover it and store in the fridge for 3 days.']","[{'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}, {'fat': 0.0, 'nrg': 42.0, 'pro': 0.24, 'sat': 0.0, 'sod': 12.0, 'sug': 7.17}, {'fat': 0.060000000000000005, 'nrg': 4.5, 'pro': 0.135, 'sat': 0.024, 'sod': 0.0, 'sug': 0.060000000000000005}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.0, 'nrg': 80.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 20.950000000000003}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 85.50702028081122, 'fat': 0.3698907956318253, 'protein': 7.965834633385335, 'salt': 0.12106084243369734, 'saturates': 0.10035881435257411, 'sugars': 11.28486739469579}","['1', '3', '1 1/2', '1', '2-3']","['cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[245.0, 48.0, 1.5, 5.0, 21.0]"
Laura's Easy Oatmeal Squares,"['nuts, almonds', 'butter, without salt', 'sugars, brown', 'vanilla extract', 'oats', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Preheat an oven to 350 degrees F (175 degrees C).', 'Spread the almonds onto a baking sheet; toast until the nuts are golden brown and fragrant, about 5 minutes.', 'Remove nuts from baking sheet, and reserve.', 'Melt butter in a small saucepan placed over medium heat.', 'Stir in brown sugar; cook, stirring, until sugar has dissolved and mixture is bubbly.', 'Remove from heat.', 'Stir in vanilla and oatmeal.', 'Press mixture into an 8 x 8 inch baking pan.', 'Bake in preheated oven until lightly browned and set, about 20 minutes.', 'Remove from oven, and allow to cool slightly.', 'Sprinkle chocolate chips over surface; let chocolate sit until melted, 2 to 3 minutes.', 'Spread chocolate evenly over oatmeal squares.', 'Sprinkle warm chocolate with toasted almonds.', 'Cut into squares when cool.']","[{'fat': 35.7, 'nrg': 414.0, 'pro': 15.12, 'sat': 2.7185, 'sod': 0.5, 'sug': 3.11}, {'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 396.0, 'pro': 0.0, 'sat': 0.0, 'sod': 36.0, 'sug': 104.76}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 21.52, 'nrg': 1214.0, 'pro': 52.7, 'sat': 3.798, 'sod': 6.0, 'sug': 0.0}, {'fat': 46.6725, 'nrg': 817.25, 'pro': 11.6725, 'sat': 29.172500000000003, 'sod': 0.0, 'sug': 93.3275}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 467.83756215733774, 'fat': 24.997131199795998, 'protein': 10.2578732627821, 'salt': 0.018647201326023207, 'saturates': 11.862935101364275, 'sugars': 25.730906540864467}","['1/2', '1/2', '3/4', '1', '2', '1']","['cup', 'cup', 'cup', 'teaspoon', 'cup', 'cup']","[71.5, 113.6, 108.0, 4.2, 312.0, 175.0]"
Peanut Butter Popcorn,"['margarine, regular, 80% fat, composite, stick, without salt', 'honey', 'peanut butter, smooth style, without salt']","['Large bowl of popped popcorn Boil margarine and honey together to soft ball stage.', 'Add peanut butter; stir well.', 'Pour mixture over large bowl of popcorn and stir to coat evenly.', 'Store in a covered container.']","[{'fat': 275.04, 'nrg': 2448.0, 'pro': 0.48, 'sat': 51.768, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 1031.0, 'pro': 1.02, 'sat': 0.0, 'sod': 14.0, 'sug': 278.39}, {'fat': 131.52, 'nrg': 1528.0, 'pro': 56.88, 'sat': 26.432, 'sod': 40.0, 'sug': 26.88}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 535.0502244069246, 'fat': 43.445180594144055, 'protein': 6.238512502671512, 'salt': 0.014426159435776874, 'saturates': 8.356486428724088, 'sugars': 32.62128659970079}","['1/2-1', '1', '1']","['cup', 'cup', 'cup']","[340.79999999999995, 339.0, 256.0]"
Deviled Crabmeat Spread,"['salad dressing, mayonnaise, regular', 'mustard, prepared, yellow', 'lemon juice, raw', 'spices, pepper, black', 'crustaceans, crab, alaska king, imitation, made from surimi', 'peppers, sweet, green, raw', 'onions, raw']","['Mix mayo, mustard, lemon juice and hot pepper sauce in medium bowl.', 'Add crabmeat, peppers and onion; mix lightly.', 'Cover.', 'Refrigerate at least 1 hour or until chilled.', 'Serve with cut-up fresh vegetables and/or your favorite crackers.', 'Store leftover spread in refrigerator.']","[{'fat': 82.64, 'nrg': 752.0, 'pro': 1.04, 'sat': 12.92, 'sod': 704.0, 'sug': 0.64}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.012291666666666666, 'nrg': 1.125, 'pro': 0.017708333333333333, 'sat': 0.0020416666666666665, 'sod': 0.041666666666666664, 'sug': 0.128125}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999998, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 2.0865232, 'nrg': 430.9124, 'pro': 34.5637104, 'sat': 0.97975872, 'sod': 2399.50168, 'sug': 28.3495}, {'fat': 0.0625, 'nrg': 7.5, 'pro': 0.32, 'sat': 0.0215, 'sod': 1.0, 'sug': 0.895}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.22, 'sat': 0.008375, 'sod': 0.75, 'sug': 0.8475}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 190.60623181088485, 'fat': 13.443419906757892, 'protein': 5.766457095032955, 'salt': 1.2491765212450971, 'saturates': 2.206991269224728, 'sugars': 4.887957422318447}","['1/2', '1', '1', '1/2', '1', '1/4', '2']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'pound', 'cup', 'tablespoon']","[110.4, 5.0, 5.083333333333333, 1.15, 453.592, 37.25, 20.0]"
Fantastic Fantabulous Traditional Sicilian Chocolate Gelato,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'cocoa, dry powder, unsweetened', 'cornstarch']","['In a medium saucepan, bring 2 cups of the milk to a simmer over medium heat.', 'Meanwhile, whisk the remaining 1 cup milk with the sugar, cocoa and cornstarch in a bowl.', 'Scrape the cocoa mixture into the hot milk.', 'Cook stirring constantly, until the mixture thickens and bubbles a little at the edges.', 'Boil gently, stirring, for 2 minutes longer.', 'Scrape into a bowl and let cool.', 'Cover the mixture with plastic wrap (when cool) placed directly against the surface and chill overnight.', 'Freeze according to the instructions for your ice cream maker.', 'Because the mixture is slightly thick to begin with, it may take less time than usual to freeze and thicken to the desired consistency.']","[{'fat': 7.11, 'nrg': 306.0, 'pro': 24.660000000000004, 'sat': 4.635, 'sod': 321.0, 'sug': 38.07}, {'fat': 0.0, 'nrg': 17664.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4625.76}, {'fat': 400.52, 'nrg': 6664.0, 'pro': 573.24, 'sat': 235.96, 'sod': 612.0, 'sug': 51.0}, {'fat': 0.005625, 'nrg': 45.75, 'pro': 0.0309375, 'sat': 0.0011250000000000001, 'sod': 1.125, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 297.1745255755708, 'fat': 4.908433977940469, 'protein': 7.199823445477316, 'salt': 0.028120032992967926, 'saturates': 2.897073078219825, 'sugars': 56.77234852133706}","['3', '23', '34', '1 1/2']","['cup', 'cup', 'cup', 'tablespoon']","[732.0, 4636.8, 2924.0, 12.0]"
Nut Filling,"['nuts, almonds', 'sugars, granulated', 'spices, cinnamon, ground']","['Combine ingredients.', 'Mix well.', 'Set aside until ready to fill cookies.', 'Makes enough for one recipe of cookie dough.']","[{'fat': 119.0, 'nrg': 1379.9999999999998, 'pro': 50.39999999999999, 'sat': 9.061666666666666, 'sod': 1.6666666666666665, 'sug': 10.366666666666665}, {'fat': 0.0, 'nrg': 17664.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4625.76}, {'fat': 0.05999999999999999, 'nrg': 12.0, 'pro': 0.2, 'sat': 0.018, 'sod': 0.0, 'sug': 0.11999999999999998}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 390.46513216310365, 'fat': 2.4395874598729597, 'protein': 1.0368144252441773, 'salt': 8.537668192063383e-05, 'saturates': 0.1860460351068916, 'sugars': 94.99856567174373}","['1 2/3', '23', '2']","['cup', 'cup', 'teaspoon']","[238.33333333333331, 4636.8, 5.2]"
Maple Cinnamon Almond Butter,"['nuts, almonds', 'syrup, maple, canadian', 'salt, table', 'spices, cinnamon, ground', 'vanilla extract']","['Preheat oven to 350 degrees F. Line a baking sheet with parchment paper.', 'Toss almonds with 2 tablespoons of maple syrup in a medium bowl.', 'Spread out onto baking sheet.', 'Roast almonds for 10-15 minutes, tossing a couple of times.', 'Remove almonds and let cool 3-5 minutes.', 'Place almonds in food processor and process for 8-10 minutes, scraping down the sides when needed until it becomes creamy.', 'Add remaining ingredients, including the remaining tablespoon of maple syrup and process again until combined and creamy.']","[{'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.0, 'nrg': 160.71428571428572, 'pro': 0.0, 'sat': 0.0, 'sod': 5.208333333333333, 'sug': 35.669642857142854}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.0225, 'nrg': 4.5, 'pro': 0.07500000000000001, 'sat': 0.00675, 'sod': 0.0, 'sug': 0.045}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.265}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 476.7839492848299, 'fat': 34.07987866531851, 'protein': 14.46507083536883, 'salt': 1.3941488394814874, 'saturates': 2.597533543131753, 'sugars': 20.135933470421833}","['1', '3', '1/2', '3/4', '1/2']","['cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon']","[143.0, 59.523809523809526, 3.0, 1.9500000000000002, 2.1]"
Asian Peanut Chicken Spread,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'peanut butter, smooth style, without salt', 'salad dressing, mayonnaise, regular', 'catsup', 'soy sauce made from soy (tamari)', 'sugars, brown', 'roland, seasoned rice wine vinegar, upc: 041224705142', 'oil, sesame, salad or cooking', 'spices, ginger, ground', 'spices, garlic powder', 'spices, onion powder']","['Mix sauce ingredients well and then add the shredded chicken.', 'Cover and refrigerate for 1 hour before serving.', 'Serve with crackers or toasted baguette bread.']","[{'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999998, 'sod': 126.0, 'sug': 0.0}, {'fat': 32.88, 'nrg': 382.0, 'pro': 14.22, 'sat': 6.608, 'sod': 10.0, 'sug': 6.72}, {'fat': 41.32, 'nrg': 376.0, 'pro': 0.52, 'sat': 6.46, 'sod': 352.0, 'sug': 0.32}, {'fat': 0.04, 'nrg': 34.0, 'pro': 0.36, 'sat': 0.004, 'sod': 308.0, 'sug': 7.24}, {'fat': 0.02, 'nrg': 11.0, 'pro': 1.89, 'sat': 0.002, 'sod': 1005.0, 'sug': 0.31}, {'fat': 0.0, 'nrg': 11.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 2.91}, {'fat': 0.0, 'nrg': 0.8333333333333333, 'pro': 0.0, 'sat': 0.0, 'sod': 0.8333333333333333, 'sug': 0.3333333333333333}, {'fat': 1.1333333333333333, 'nrg': 10.0, 'pro': 0.0, 'sat': 0.16091666666666665, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.02, 'nrg': 1.5, 'pro': 0.04, 'sat': 0.01175, 'sod': 0.0, 'sug': 0.014999999999999998}, {'fat': 0.005, 'nrg': 2.5, 'pro': 0.1275, 'sat': 0.002, 'sod': 0.5, 'sug': 0.02}, {'fat': 0.005, 'nrg': 2.0, 'pro': 0.0625, 'sat': 0.00125, 'sod': 0.5, 'sug': 0.04}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 253.84796678692507, 'fat': 18.00453235192806, 'protein': 17.45209304012038, 'salt': 0.9810728983484112, 'saturates': 3.225508076651136, 'sugars': 3.896009717362534}","['2', '1/4', '1/4', '2', '1', '1', '1/2', '1/4', '1/4', '1/4', '1/4']","['cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[280.0, 64.0, 55.2, 34.0, 18.0, 3.0, 2.5, 1.1333333333333333, 0.45, 0.775, 0.6]"
Simple Sugar Syrup,"['water, bottled, generic', 'syrups, sugar free']","['Bring water to a boil in a small saucepan.', 'Pour in sugar.', 'Stir until sugar is completely dissolved.', 'Remove saucepan from heat and allow contents to cool.', 'Refrigerate in a sealed container until ready for use.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 125.0, 'pro': 1.92, 'sat': 0.0, 'sod': 504.0, 'sug': 0.02}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 13.152356902356901, 'fat': 0.0, 'protein': 0.202020202020202, 'salt': 0.1388888888888889, 'saturates': 0.0, 'sugars': 0.0021043771043771043}","['3', '1']","['cup', 'cup']","[710.4000000000001, 240.0]"
